relative_path,extension,size_bytes,reason
final_full/seqgan_improved_refinement/time/A/R500/V8/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2258131,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/A/R500/V8/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2258131,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/A/R500/V8/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2258131,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/A/R500/V8/_recovery_checkpoints/latest_adversarial.pt,.pt,2258131,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/A/R500/V8/discriminator.pt,.pt,1970340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/A/R500/V8/generator.pt,.pt,71921,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R100/V8/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2402003,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R100/V8/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2402003,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R100/V8/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2402003,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R100/V8/_recovery_checkpoints/latest_adversarial.pt,.pt,2402003,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R100/V8/discriminator.pt,.pt,1998756,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R100/V8/generator.pt,.pt,100785,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R200/V8/discriminator.pt,.pt,1986212,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R200/V8/generator.pt,.pt,88049,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2281427,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2281427,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2281427,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R500/V8/_recovery_checkpoints/latest_adversarial.pt,.pt,2281427,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R500/V8/discriminator.pt,.pt,1974948,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/D/R500/V8/generator.pt,.pt,76593,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R100/V2/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2466771,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R100/V2/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2466771,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R100/V2/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2466771,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R100/V2/_recovery_checkpoints/latest_adversarial.pt,.pt,2466771,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R100/V2/discriminator.pt,.pt,2011556,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R100/V2/generator.pt,.pt,113777,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R100/V8/discriminator.pt,.pt,2011556,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R100/V8/generator.pt,.pt,113777,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R200/V2/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2350291,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R200/V2/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2350291,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R200/V2/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2350291,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R200/V2/_recovery_checkpoints/latest_adversarial.pt,.pt,2350291,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R200/V2/discriminator.pt,.pt,1988516,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R200/V2/generator.pt,.pt,90353,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R200/V8/discriminator.pt,.pt,1988516,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R200/V8/generator.pt,.pt,90353,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V2/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2276307,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V2/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2276307,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V2/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2276307,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V2/_recovery_checkpoints/latest_adversarial.pt,.pt,2276307,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V2/discriminator.pt,.pt,1973924,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V2/generator.pt,.pt,75569,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2276307,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2276307,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2276307,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V8/_recovery_checkpoints/latest_adversarial.pt,.pt,2276307,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V8/discriminator.pt,.pt,1973924,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/D/R500/V8/generator.pt,.pt,75569,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/F/R100/V3/discriminator.pt,.pt,2029732,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/F/R100/V3/generator.pt,.pt,132273,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/F/R200/V3/discriminator.pt,.pt,1998500,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/F/R200/V3/generator.pt,.pt,100529,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/F/R500/V3/discriminator.pt,.pt,1979556,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/union/F/R500/V3/generator.pt,.pt,81265,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/D/R10/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/D/R10/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/D/R50/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/D/R50/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/D/R500/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/D/R500/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/D/Rfull/BASE/discriminator.pt,.pt,26940388,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/D/Rfull/BASE/generator.pt,.pt,65137,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R10/BASE/discriminator.pt,.pt,26939364,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R10/BASE/generator.pt,.pt,64113,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R20/BASE/discriminator.pt,.pt,26938852,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R20/BASE/generator.pt,.pt,63601,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R200/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R200/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R50/BASE/discriminator.pt,.pt,26938596,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R50/BASE/generator.pt,.pt,63345,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R500/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/R500/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/Rfull/BASE/discriminator.pt,.pt,26940388,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/boolean/E/Rfull/BASE/generator.pt,.pt,65137,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/R20/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/R20/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/R200/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/R200/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/R50/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/R50/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/R500/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/R500/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/Rfull/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/B/Rfull/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/D/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/D/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/D/R200/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/D/R200/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/D/R50/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/D/R50/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/D/R500/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/D/R500/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/D/Rfull/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/error/D/Rfull/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/R20/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/R20/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/R200/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/R200/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/R50/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/R50/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/R500/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/R500/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/Rfull/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/A/Rfull/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/D/R100/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/D/R100/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/D/R200/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/D/R200/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/D/R50/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/D/R50/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/D/R500/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/D/R500/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/D/Rfull/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/time/D/Rfull/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/R20/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/R20/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/R200/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/R200/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/R50/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/R50/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/R500/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/R500/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/Rfull/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/D/Rfull/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R10/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R10/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R20/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R20/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R200/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R200/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R50/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R50/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R500/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/R500/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/Rfull/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
phase2b_ratio_search_medium/seqgan_master/union/F/Rfull/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V1/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V1/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V2/discriminator.pt,.pt,2005924,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V2/generator.pt,.pt,108081,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V3/discriminator.pt,.pt,2005924,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V3/generator.pt,.pt,108081,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V4/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V4/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V5/discriminator.pt,.pt,2005924,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V5/generator.pt,.pt,108081,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V6/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V6/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V7/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V7/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V8/discriminator.pt,.pt,2005924,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/D/R200/V8/generator.pt,.pt,108081,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V1/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V1/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V2/discriminator.pt,.pt,2009508,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V2/generator.pt,.pt,111729,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V3/discriminator.pt,.pt,2009508,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V3/generator.pt,.pt,111729,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V4/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V4/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V5/discriminator.pt,.pt,2009508,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V5/generator.pt,.pt,111729,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V6/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V6/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V7/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V7/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V8/discriminator.pt,.pt,2009508,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/boolean/E/R200/V8/generator.pt,.pt,111729,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V1/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V1/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V2/discriminator.pt,.pt,1993124,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V2/generator.pt,.pt,95089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V3/discriminator.pt,.pt,1993124,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V3/generator.pt,.pt,95089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V4/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V4/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V5/discriminator.pt,.pt,1993124,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V5/generator.pt,.pt,95089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V6/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V6/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
phase3_seqgan_improved_test_medium/seqgan_improved/error/B/R200/V7/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
