campaign,run_key,role,relative_path,source_path,size_bytes,sha256,verified
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/E/R50/BASE/logs/rf.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\E\R50\BASE\logs\rf.log,142,fc1875776b60b64d33306d8a549842f13417a0f228f694d29ce1b366c3ea8af7,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/E/R50/BASE/logs/train.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\E\R50\BASE\logs\train.log,5304,b1653152f812bc9de11516118e12dcd6d52acdaa4c0dd96c1c02cb89921eb25a,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/E/R50/BASE/quality_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\E\R50\BASE\quality_metrics.json,2672,fea57f6e3e117091f0b259541b8140e6f0ef322b471ea46a8eb6879b12906aec,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/E/R50/BASE/rf_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\E\R50\BASE\rf_metrics.json,1254,5622b527e16c0c1de08773f28be18a7c8d98e14443a37bbf10fcf232c37a499b,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/E/R50/BASE/run_manifest.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\E\R50\BASE\run_manifest.json,2765,a31ec5050b1df90573bd305c48dfbc6820d7f28396b32ac6a8cf73ffedd25356,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/E/R50/BASE/training_history.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\E\R50\BASE\training_history.csv,1044,6eae680a04bdc633e3189a52a257569d2e0588cd3f5cf2eeb58aecc54e7b8541,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/E/R50/BASE/training_metadata.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\E\R50\BASE\training_metadata.json,646,01abcc9d555b7b59d309bfc973d5f5adb926dca7f191820c26a7cf9b6be70c85,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/F/R50/BASE/generated_feature_vectors.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE\generated_feature_vectors.csv,45921,cec2ba525602484511f570b70853408fec6ec4426686402632d27e625bc84e90,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/F/R50/BASE/generated_payloads.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE\generated_payloads.csv,55215,a43e2da89499a7f728b84f7a11cbecda836b90ea01f34e8db824d9322e61a2ec,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/F/R50/BASE/generated_payloads.txt,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE\generated_payloads.txt,39230,424769a75ef0f37687207a90736668e05c339dca860a7927388518600ae8cff1,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/F/R50/BASE/logs/quality.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE\logs\quality.log,2687,3c1038fb27cfb621adf84a338f715be80193ea24b87cadd9d7dd6d2ca9a8fe50,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/F/R50/BASE/logs/rf.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE\logs\rf.log,142,02dc5a6c66fdba160930ff219e3792a4bda1f488474e7601c29f05ed8f9c09cd,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/F/R50/BASE/logs/train.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE\logs\train.log,5304,80bf0c709819b051ff47ed2fdca7545c254da176296563ee76bcf406696d9a3e,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/F/R50/BASE/quality_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE\quality_metrics.json,2686,a5d3a08cc463bc0ae732c27bfce36c09b05bdb25354739efb63787eb5e10700e,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/F/R50/BASE/rf_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE\rf_metrics.json,1252,a87fba0ecb6ea3b0aee3e514ad38bba07fa735327071fd13be83e0d5886a8ff4,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/F/R50/BASE/run_manifest.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE\run_manifest.json,2765,b8ccf7751df46025d9bb86192cadfacc816020c88d37d95919c037451a434857,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/F/R50/BASE/training_history.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE\training_history.csv,1047,7d50739272c350f65a66ecefd04b9585afef0d8d969f6e7a9065d07ae54682af,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|error|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/error/F/R50/BASE/training_metadata.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE\training_metadata.json,646,f12ebde7b600b347b614fa1790558c5c5ee82c19d7e9626b0f1ab444a7840526,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|A|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/A/R50/BASE/generated_feature_vectors.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE\generated_feature_vectors.csv,44768,7326e674c9de13aae0d1b56344a3606c3c50fbffaf7c053eb1b10caaba06e54f,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|A|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/A/R50/BASE/generated_payloads.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE\generated_payloads.csv,30757,02c4050b91d323ea85bb70f2e145f844aa4a6fd902e41e3c19bf50073e16ace2,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|A|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/A/R50/BASE/generated_payloads.txt,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE\generated_payloads.txt,15260,4adb8c3c0559147681e7ad0359adc62203d496483155cd8fa0f877c19b299d3b,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|A|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/A/R50/BASE/logs/quality.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE\logs\quality.log,2689,7f883a4b17cf3abd4baffc45abaa93232c13a3374d00658a2ffec1daacccf73b,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|A|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/A/R50/BASE/logs/rf.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE\logs\rf.log,141,27b429c716ed6c9c0522662ed5204f42feb506e7be7bb5016960ef4f4c511a33,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|A|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/A/R50/BASE/logs/train.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE\logs\train.log,5303,4296c08e50b65aa1d66cc5c7fac93a6448ac75d7db6f79cbe9aaa17db4abf8ea,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|A|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/A/R50/BASE/quality_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE\quality_metrics.json,2688,618ca09b56306031eb3e89a7abe1e8d55eab2cb5c2181143fbaf86758a822844,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|A|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/A/R50/BASE/rf_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE\rf_metrics.json,1371,dc883806be7e3ce440170f96e3ff0f6d66c7784735c7f931ae20e14565ed042b,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|A|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/A/R50/BASE/run_manifest.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE\run_manifest.json,2749,dd611f24b9c22f08218f2fa672392ead8d37fc85ba5b47e30dfa4ba19515d975,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|A|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/A/R50/BASE/training_history.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE\training_history.csv,1051,117b3ee06df3d69ee7955e03150908452fa5009103810c13bfdf51040a09bad3,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|A|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/A/R50/BASE/training_metadata.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE\training_metadata.json,642,057b57ffeaa99a5d94b02296db0812a918b2c0afb6268bd7b7a6c0b21ff2fa0f,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|B|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/B/R50/BASE/generated_feature_vectors.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE\generated_feature_vectors.csv,43991,e898df76c93de770d20ea8e8643fe0e21680bc8d4536a0a7a2c9d6b6b8cd1424,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|B|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/B/R50/BASE/generated_payloads.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE\generated_payloads.csv,23595,0f62f641a05031d27aed67077b3804d113dedc178db0315ad69c15f0c3cb45b9,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|B|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/B/R50/BASE/generated_payloads.txt,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE\generated_payloads.txt,8151,e41b93cc608d81e15f748d4012158d19359114f012337a69dbaa7bf66a2b5acb,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|B|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/B/R50/BASE/logs/quality.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE\logs\quality.log,2721,a66792a6513809f41afdf6e5182d99fa4e2d72e13a79219612fbdbda7c0934b9,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|B|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/B/R50/BASE/logs/rf.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE\logs\rf.log,141,d71ccfbf385fa9ba81cbfa33cb8a80de8ed746daa3f08b83aa0c18390dc541c5,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|B|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/B/R50/BASE/logs/train.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE\logs\train.log,4571,d2a3e1e76d2d12ed1422827bc9c8dff2de50e60f8887fc50742488c94969ba80,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|B|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/B/R50/BASE/quality_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE\quality_metrics.json,2720,a4bbb040ad6b6bfc8ffd2466baabd173df12e9a833fad472491d64946ac72c72,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|B|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/B/R50/BASE/rf_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE\rf_metrics.json,1392,f4e190632aabeff0c21f64ace69c5157527898f6d57f2450183abc4ad26b705f,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|B|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/B/R50/BASE/run_manifest.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE\run_manifest.json,2749,7465709066a7bb0c10dc6cdd0268d12954d18aebda03e16d51d66522c1ed101e,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|B|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/B/R50/BASE/training_history.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE\training_history.csv,1052,4a3192bbb1a1792397f14e4f0074f6c9f71276f24a606df23dd855453ad002fa,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|B|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/B/R50/BASE/training_metadata.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE\training_metadata.json,642,0daa2e0cf0482f9a72168bfe24c536bb08566d6462b303850142be6d74b6bc72,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|C|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/C/R50/BASE/generated_feature_vectors.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE\generated_feature_vectors.csv,44846,f279a1a0b042719fe836d558e3095561c448c30fa1dcc88d907b2f175ae5cd70,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|C|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/C/R50/BASE/generated_payloads.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE\generated_payloads.csv,30409,566301e3411e94eec0766b8f160390fb216425a0c028add9edee2eb5580886de,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|C|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/C/R50/BASE/generated_payloads.txt,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE\generated_payloads.txt,14875,50639a26656232461c0ac09499a9a1b1153eccee83819de5175f9454d2dab7c3,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|C|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/C/R50/BASE/logs/quality.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE\logs\quality.log,2723,cb4be6b9788df37e332d8f5d661200c0cbcdabe3d4e7d78d89ac2f26f285d3f4,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|C|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/C/R50/BASE/logs/rf.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE\logs\rf.log,141,0bf659de2a6b48894737584998dd9f11bac3fce3c726e15faa64343105000d2a,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|C|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/C/R50/BASE/logs/train.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE\logs\train.log,4815,3299fe9bd02b26ce85da3067d6affe88970b2565213bcf3a1a6504f7144a3ef1,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|C|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/C/R50/BASE/quality_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE\quality_metrics.json,2722,3e0ca8614639e5b6606f32f8d190d02f52769041aaf92fd9f87c2e11b3b91842,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|C|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/C/R50/BASE/rf_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE\rf_metrics.json,1392,1a8c5ba48eaa4717586c9be655a687681156b58bd31c830d1db774a5160672d4,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|C|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/C/R50/BASE/run_manifest.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE\run_manifest.json,2749,252692b842d4a3decd047f676fde802a9f4cfa033fe3dc05b8a0693b3dd275db,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|C|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/C/R50/BASE/training_history.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE\training_history.csv,1060,571904f2c4c0b29076296e1f5e3d47eb8c36bbfe5808adef7ee15b83c72bb3d8,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|C|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/C/R50/BASE/training_metadata.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE\training_metadata.json,642,df5937f648b43fc2934f322da3901490b5d897b5c2a12547a17786b4e114d4b7,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|D|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/D/R50/BASE/generated_feature_vectors.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE\generated_feature_vectors.csv,44716,a9b1199aab39506b043a06ceafe61b42d6a6dc992167ac87ff455c020341f6de,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|D|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/D/R50/BASE/generated_payloads.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE\generated_payloads.csv,30934,1f63055a314436ec24d5a10dd24708a23c677b296b4cca733ef302ffb1512aaf,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|D|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/D/R50/BASE/generated_payloads.txt,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE\generated_payloads.txt,15362,e885e0de636e81d14d95406bfe23b24fffbfbe2325403b7e7e2656ebe923b047,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|D|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/D/R50/BASE/logs/quality.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE\logs\quality.log,2717,c7cda440c37d191f78fd74e434959f9f6e7cfffe04dcdf6ebc56ccd48c4409dc,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|D|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/D/R50/BASE/logs/rf.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE\logs\rf.log,141,132a3f5e221e6b5d5b6c15806f6ce9be92c628f80fd9542f38b53374036a4cea,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|D|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/D/R50/BASE/logs/train.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE\logs\train.log,4815,25a637580e58f40ff1d30abc2af86e440de088f118955692f34296e4c85a9e19,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|D|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/D/R50/BASE/quality_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE\quality_metrics.json,2716,39bf8839dc190021eec61bb10f89fd0533d0e8d10f0743769ed43859ded41e7f,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|D|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/D/R50/BASE/rf_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE\rf_metrics.json,1397,e6344403a2fac4482ed019b68daa96373f14f91c1bca10bbe2480d968225eb66,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|D|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/D/R50/BASE/run_manifest.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE\run_manifest.json,2749,babcfd2b81fa48733b515e364d9eeddd5dd0b13f155055e84339cbdea9b8947b,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|D|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/D/R50/BASE/training_history.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE\training_history.csv,1050,6259482b13c0b5eff5893b01107ed6a121dc27f806a5a12748fe4c1b8512330d,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|D|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/D/R50/BASE/training_metadata.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE\training_metadata.json,642,f6e90484e61e8de1b4c64226aed5671e45c387b2470cc78e9fdae4982ace1e21,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/E/R50/BASE/generated_feature_vectors.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE\generated_feature_vectors.csv,44952,348f38a5f0201e71b607e7560db83b5912d1977ba49d718c1edc3dd4a35377b8,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/E/R50/BASE/generated_payloads.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE\generated_payloads.csv,31194,d6d15ea1f50385e147dfabf467a9bfaf05d59c68e4ecdf48c99b954545029cf8,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/E/R50/BASE/generated_payloads.txt,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE\generated_payloads.txt,15653,b191abda57b75c78bc37c21a9b70b98f294b3084a720e39344db8df3ba15e64d,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/E/R50/BASE/logs/quality.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE\logs\quality.log,2690,d254be47a1416d9c1f87c9ec37e5a5b93df79bd9461209c18693c065746cee9b,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/E/R50/BASE/logs/rf.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE\logs\rf.log,141,106e80ea86c87b36e379d62a45c83403bda5d07b2e0fe17527cf9859bf73638c,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/E/R50/BASE/logs/train.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE\logs\train.log,5303,598fcb10f548c5b82dc7762ea1a37b1dc1c9c8e9af6054bde99c6d9526004f67,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/E/R50/BASE/quality_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE\quality_metrics.json,2689,2b467ce4ed9498b1b34f5213d1b234a2c4bd4e16c94c346e30ea8890b05c1c4c,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/E/R50/BASE/rf_metrics.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE\rf_metrics.json,1317,0d4d05fc2d819e3cd5e8bd34c1ea95400cab6f04d32d60d4ffd7283842176dd3,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/E/R50/BASE/run_manifest.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE\run_manifest.json,2749,ffb1bcf732d31b655f82cd53664361166b88797fc66b7c5fa3a5c9e314bd6784,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/E/R50/BASE/training_history.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE\training_history.csv,1052,52552d1ece35da1b9f2e71399ee801848126478cfb4e2d28d04f9081d8f58fac,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|E|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/E/R50/BASE/training_metadata.json,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE\training_metadata.json,642,176cf334c4c1ff97a6a29be9f6f2d365689f61d279f01a7c7e82be1bf4ac3cb6,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/F/R50/BASE/generated_feature_vectors.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\F\R50\BASE\generated_feature_vectors.csv,44306,2c7d47a43b48b3c5706073ade3b97e1a975b2cdf780d86df471e3fc989be9e50,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/F/R50/BASE/generated_payloads.csv,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\F\R50\BASE\generated_payloads.csv,29777,ad36c84ad4c17b2d45840afacc15485fb4a9b3b681d7be6624abfca3c956ba24,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/F/R50/BASE/generated_payloads.txt,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\F\R50\BASE\generated_payloads.txt,14254,cff6c5f1d07d743baff736d6f07800561687b68d1a0fcce514da223e983cdae1,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/F/R50/BASE/logs/quality.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\F\R50\BASE\logs\quality.log,2696,a333149e2ee4dd86897f61e751d4d869107455ed6ed8139ac63d3c92ca940318,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/F/R50/BASE/logs/rf.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\F\R50\BASE\logs\rf.log,141,e7d498ff87dae5aed82327e076c867d803e592b30338488088ee8f8a079660e8,True
phase2a_scenario_search,phase2a_scenario_search|ctgan|time|F|R50|BASE,run_artifact,phase2a_scenario_search/ctgan/time/F/R50/BASE/logs/train.log,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\F\R50\BASE\logs\train.log,4815,81ccb59fcb9ab0612ffb9c6cea53ab37b771514621355d1c1fb41846d57df866,True
