run_key,campaign,method_id,method_display_vi,family,scenario,ratio,variant,garbage_rate,sql_structure_rate,unique_rate,normalized_unique_rate,dominant_payload_share,normalized_dominant_payload_share,family_motif_coverage,family_motif_hit_rate,eligible_requests,blocked_requests,not_blocked_requests,not_sent_too_long,waf_not_blocked_rate,quality_metrics_path,quality_metrics_sha256
final_full/baselines|smote|boolean|D|R100|BASE,final_full/baselines,smote,SMOTE,boolean,D,100,BASE,0.0,1.0,0.078,0.078,0.0145,0.0145,0.75,1.0,4000,3940,60,0,0.015,final_result_info/final_full/baselines/smote/boolean/D/R100/BASE/quality_metrics.json,49d6cc6b0cb97f2bfe84680456457395b8f308cec4a1f46e2f96666c1a1ddda5
final_full/baselines|smote|boolean|D|R200|BASE,final_full/baselines,smote,SMOTE,boolean,D,200,BASE,0.0,1.0,0.039,0.039,0.027,0.027,0.75,1.0,4000,3976,24,0,0.006,final_result_info/final_full/baselines/smote/boolean/D/R200/BASE/quality_metrics.json,e58b5e0aca88fa0d6fd421e8ddc46bde4a16954418bc063e7d2d721aae462b60
final_full/baselines|smote|boolean|D|R500|BASE,final_full/baselines,smote,SMOTE,boolean,D,500,BASE,0.0,1.0,0.0155,0.0155,0.0615,0.0615,0.75,1.0,4000,3940,60,0,0.015,final_result_info/final_full/baselines/smote/boolean/D/R500/BASE/quality_metrics.json,482053d1b249ee39f20bdf7a79a3abb6813f7189b3ea82298eb2568264434a2e
final_full/baselines|smote|boolean|E|R100|BASE,final_full/baselines,smote,SMOTE,boolean,E,100,BASE,0.0,1.0,0.078,0.078,0.016,0.016,1.0,1.0,4000,3840,160,0,0.04,final_result_info/final_full/baselines/smote/boolean/E/R100/BASE/quality_metrics.json,4d1d873abf7b11c0106b1feeba17ad178810550ab0fdf71a7d8075f523cfe8dc
final_full/baselines|smote|boolean|E|R200|BASE,final_full/baselines,smote,SMOTE,boolean,E,200,BASE,0.0,1.0,0.039,0.039,0.0265,0.0265,1.0,1.0,4000,3966,34,0,0.0085,final_result_info/final_full/baselines/smote/boolean/E/R200/BASE/quality_metrics.json,7314349df59d3820c6718dc567c7c4ddc3325116df2a566b43fb989cf95acb5b
final_full/baselines|smote|boolean|E|R500|BASE,final_full/baselines,smote,SMOTE,boolean,E,500,BASE,0.0,1.0,0.0155,0.0155,0.0605,0.0605,0.75,1.0,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/boolean/E/R500/BASE/quality_metrics.json,f408b63cd3d4d44c079710116a168f290beb87c8f82354c7e1c5561285bcbaa1
final_full/baselines|smote|error|B|R100|BASE,final_full/baselines,smote,SMOTE,error,B,100,BASE,0.0,1.0,0.0725,0.0725,0.034,0.034,0.5,0.94,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/error/B/R100/BASE/quality_metrics.json,e0bf35f4fea39d9a85a039b5d4b9bed58b7f8fab98e1d6ad4752dfe9e8c26c3a
final_full/baselines|smote|error|B|R200|BASE,final_full/baselines,smote,SMOTE,error,B,200,BASE,0.0,1.0,0.0335,0.0335,0.075,0.075,0.375,0.924,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/error/B/R200/BASE/quality_metrics.json,319007dc1b6120e1ff028ae89cb2865ba3212ab2e3a1e4414ad5ae175dd0711c
final_full/baselines|smote|error|B|R500|BASE,final_full/baselines,smote,SMOTE,error,B,500,BASE,0.0,1.0,0.012,0.012,0.116,0.116,0.125,0.85,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/error/B/R500/BASE/quality_metrics.json,d701f202ee59936bb91901baefc09250a31689f10efaae0147e1f0bbc8658d9b
final_full/baselines|smote|error|D|R100|BASE,final_full/baselines,smote,SMOTE,error,D,100,BASE,0.0,1.0,0.076,0.076,0.0225,0.0225,0.625,0.795,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/error/D/R100/BASE/quality_metrics.json,e34918e2bc042178d815ed2f6d70aefcb6505d6023f2a78ecf98d22989cf32cb
final_full/baselines|smote|error|D|R200|BASE,final_full/baselines,smote,SMOTE,error,D,200,BASE,0.0,1.0,0.0375,0.0375,0.041,0.041,0.625,0.7105,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/error/D/R200/BASE/quality_metrics.json,7085659a144486a0fe57cdc93c272c482eafc7edc0c8e5eac3cbde0232057101
final_full/baselines|smote|error|D|R500|BASE,final_full/baselines,smote,SMOTE,error,D,500,BASE,0.0,1.0,0.0155,0.0155,0.05,0.05,0.5,0.6255,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/error/D/R500/BASE/quality_metrics.json,3f3b6174961effcc264b644acc61275cf10ba37af8a224ab2f237cb91ba7979f
final_full/baselines|smote|time|A|R100|BASE,final_full/baselines,smote,SMOTE,time,A,100,BASE,0.007499999999999951,0.9925,0.0775,0.0775,0.014,0.014,1.0,0.9925,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/time/A/R100/BASE/quality_metrics.json,2775bbb515fa06595bb28ebd8fa706f7322757c173f7c95876c06d5f14932a79
final_full/baselines|smote|time|A|R200|BASE,final_full/baselines,smote,SMOTE,time,A,200,BASE,0.010000000000000009,0.99,0.0385,0.0385,0.0245,0.0245,0.8,0.99,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/time/A/R200/BASE/quality_metrics.json,47d4a5090002728d1ae065b203dbc8ea6e347f4580b288798ba72bcf32cad64d
final_full/baselines|smote|time|A|R500|BASE,final_full/baselines,smote,SMOTE,time,A,500,BASE,0.026000000000000023,0.974,0.015,0.015,0.054,0.054,0.8,0.974,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/time/A/R500/BASE/quality_metrics.json,bec08a76cba250720ded33f960e0a975d3d05dcf4c5a134c29c7f500b159c7b2
final_full/baselines|smote|time|D|R100|BASE,final_full/baselines,smote,SMOTE,time,D,100,BASE,0.0,1.0,0.077,0.077,0.0175,0.0175,0.8,1.0,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/time/D/R100/BASE/quality_metrics.json,9cd3e5e3a05e21e36726f8e08789775f89890a0803fe89b70256919966813959
final_full/baselines|smote|time|D|R200|BASE,final_full/baselines,smote,SMOTE,time,D,200,BASE,0.0,1.0,0.0385,0.0385,0.029,0.029,0.8,1.0,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/time/D/R200/BASE/quality_metrics.json,acebdb8f3a07be69e38dbca7bdf8996872a09e32b97bca082aa6cfccd3dc6cd3
final_full/baselines|smote|time|D|R500|BASE,final_full/baselines,smote,SMOTE,time,D,500,BASE,0.0,1.0,0.0155,0.0155,0.06,0.06,0.8,1.0,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/time/D/R500/BASE/quality_metrics.json,df15bc568053be0704c31cf1325198dbc2b61ca5720217ae783282612269c629
final_full/baselines|smote|union|D|R100|BASE,final_full/baselines,smote,SMOTE,union,D,100,BASE,0.0,1.0,0.077,0.077,0.02,0.02,1.0,1.0,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/union/D/R100/BASE/quality_metrics.json,0ad6a7590ea67ddab61b948653a3f2e0de453edb23ef00e15a33222908d950af
final_full/baselines|smote|union|D|R200|BASE,final_full/baselines,smote,SMOTE,union,D,200,BASE,0.0,1.0,0.039,0.039,0.0245,0.0245,1.0,1.0,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/union/D/R200/BASE/quality_metrics.json,a20073c454c6e0491270b2494c6d3e129674beba84a9d22149ffc2a702f4bf11
final_full/baselines|smote|union|D|R500|BASE,final_full/baselines,smote,SMOTE,union,D,500,BASE,0.0,1.0,0.0155,0.0155,0.0605,0.0605,1.0,1.0,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/union/D/R500/BASE/quality_metrics.json,0886a826536166d71df3ce129a1dbd03ab11ffaf1400f9a9e5c72053df3998fa
final_full/baselines|smote|union|F|R100|BASE,final_full/baselines,smote,SMOTE,union,F,100,BASE,0.0,1.0,0.0765,0.0765,0.0175,0.0175,1.0,1.0,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/union/F/R100/BASE/quality_metrics.json,cb827fda2988787c03427b9226da3df8098c23287c0dd54db8c61c30af35c554
final_full/baselines|smote|union|F|R200|BASE,final_full/baselines,smote,SMOTE,union,F,200,BASE,0.0,1.0,0.039,0.039,0.022,0.022,0.75,1.0,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/union/F/R200/BASE/quality_metrics.json,ee8b43abcfd5e89f11ce101d08c2eaa9a2b8a9d6a624bcb4fa38e9594d5562af
final_full/baselines|smote|union|F|R500|BASE,final_full/baselines,smote,SMOTE,union,F,500,BASE,0.0,1.0,0.0155,0.0155,0.0635,0.0635,0.75,1.0,4000,4000,0,0,0.0,final_result_info/final_full/baselines/smote/union/F/R500/BASE/quality_metrics.json,56be091b7ea24120191ecf5226fe64bf91821604d4594dbbfdfb07271cd25b04
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R100|V7,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,boolean,D,100,V7,0.08050000000000002,0.9195,0.9935,0.9905,0.001,0.001,0.25,0.6555,4000,1616,2384,0,0.596,final_result_info/final_full/seqgan_improved_refinement/boolean/D/R100/V7/quality_metrics.json,54532be95999017d906e84f2dbb641e345446d83da41de3c8a644c03763b2cd2
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,boolean,D,100,V8,0.13449999999999995,0.8655,0.6985,0.6885,0.0355,0.0355,1.0,0.7525,4000,3264,736,0,0.184,final_result_info/final_full/seqgan_improved_refinement/boolean/D/R100/V8/quality_metrics.json,1e7a4382704a33a037db9a454acfcadd710f67e35098b8070c623936c1a89c4d
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R200|V7,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,boolean,D,200,V7,0.09999999999999998,0.9,0.993,0.965,0.0015,0.0025,0.5,0.72,4000,554,3446,0,0.8615,final_result_info/final_full/seqgan_improved_refinement/boolean/D/R200/V7/quality_metrics.json,278013730209c7bb16603d1e7fd3d02dd76ae3f818ef5636fd9c85d7b063c0eb
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,boolean,D,200,V8,0.257,0.743,0.822,0.813,0.0255,0.0255,1.0,0.576,4000,2844,1156,0,0.289,final_result_info/final_full/seqgan_improved_refinement/boolean/D/R200/V8/quality_metrics.json,9f2359b41b92e9c13186e4927b298a0bf60834ea3bfb1fd6313a0ce30718ba0e
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R500|V7,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,boolean,D,500,V7,0.08699999999999997,0.913,0.6045,0.6045,0.1025,0.1025,0.25,0.9075,4000,24,3976,0,0.994,final_result_info/final_full/seqgan_improved_refinement/boolean/D/R500/V7/quality_metrics.json,c322347c988c6c93ea8e14f49e3b167e231009a0e0248023e4d70ad937c9de25
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,boolean,D,500,V8,0.012499999999999956,0.9875,1.0,1.0,0.0005,0.0005,1.0,0.987,2499,2453,46,1501,0.01840736294517807,final_result_info/final_full/seqgan_improved_refinement/boolean/D/R500/V8/quality_metrics.json,099c7f348d4e230051a382c5e5282ff48ba0d02a8efd9786bd8c5b2342a39a9f
final_full/seqgan_improved_refinement|seqgan_improved|boolean|E|R100|V2,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,boolean,E,100,V2,0.744,0.256,1.0,1.0,0.0005,0.0005,0.75,0.196,4000,584,3416,0,0.854,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R100/V2/quality_metrics.json,4b696daf35596588c91b9a37bd259fbb277e858c7444c7b44976aa7613faeaf0
final_full/seqgan_improved_refinement|seqgan_improved|boolean|E|R200|V2,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,boolean,E,200,V2,0.25962981490745374,0.7403701850925463,0.8039019509754878,0.8024012006003002,0.027013506753376687,0.027013506753376687,1.0,0.6323161580790395,4000,2926,1074,0,0.2685,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R200/V2/quality_metrics.json,42914c19ff32606c6cd7cca30c4a3344ef94241628bd69228bdb50db4d29f34e
final_full/seqgan_improved_refinement|seqgan_improved|boolean|E|R500|V2,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,boolean,E,500,V2,0.0605,0.9395,0.998,0.998,0.002,0.002,0.5,0.109,4000,208,3792,0,0.948,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R500/V2/quality_metrics.json,d32c7784412583f2b0e8a176a98009eb72d1f9905c39806290e913201cf94fdf
final_full/seqgan_improved_refinement|seqgan_improved|error|B|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,B,100,V8,0.061000000000000054,0.939,0.5085,0.508,0.0585,0.0585,0.25,0.8775,4000,3952,48,0,0.012,final_result_info/final_full/seqgan_improved_refinement/error/B/R100/V8/quality_metrics.json,f045655b94dc8702c732b86d33698cbe1300369c64176e4ad2a04518ce5e5bee
final_full/seqgan_improved_refinement|seqgan_improved|error|B|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,B,200,V8,0.13549999999999995,0.8645,0.9775,0.974,0.0115,0.0125,0.25,0.1015,4000,1596,2404,0,0.601,final_result_info/final_full/seqgan_improved_refinement/error/B/R200/V8/quality_metrics.json,f906adc9366fc8cb0afdfc75998d6c526bc6550e075db76cbd7c195d740efbdc
final_full/seqgan_improved_refinement|seqgan_improved|error|B|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,B,500,V8,0.0050000000000000044,0.995,1.0,1.0,0.0005,0.0005,0.0,0.0,4000,388,3612,0,0.903,final_result_info/final_full/seqgan_improved_refinement/error/B/R500/V8/quality_metrics.json,2e5ad4fe4b0ddeaf0c655a0dc99534bdedfa10c54df6988ab9eee1cd6e0222ac
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R100|V4,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,100,V4,0.16749999999999998,0.8325,1.0,1.0,0.0005,0.0005,0.25,0.0055,4000,1612,2388,0,0.597,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V4/quality_metrics.json,dc3a1995a70f95ee8b3b752e7d6cd0221522f3c8de01612ada48302210c93e1a
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,100,V8,0.14,0.86,0.848,0.8455,0.013,0.013,0.625,0.537,4000,3468,532,0,0.133,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V8/quality_metrics.json,c8711a202ecb70ebbaeeac9567cd55fcba84bbf9d4a56c1969811a2eb9ca37f1
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R200|V4,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,200,V4,0.23850000000000005,0.7615,1.0,1.0,0.0005,0.0005,0.0,0.0,4000,1082,2918,0,0.7295,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V4/quality_metrics.json,24b8af01d105da64959feddb0707cdcdf11c558f57a11f7d0081d87fa77b8219
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,200,V8,0.20299999999999996,0.797,0.8585,0.8575,0.0295,0.0295,0.625,0.443,4000,3234,766,0,0.1915,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V8/quality_metrics.json,f940398e944099bfdf805c3b7f847f3c7bfca742fcd58adeba4536078b90b884
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R500|V4,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,500,V4,0.9995,0.0005,0.999,0.999,0.0015,0.0015,0.0,0.0,4000,60,3940,0,0.985,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V4/quality_metrics.json,a56b2f718d7c62642b1607a198d767f6cc02560649ab670907d55f803c012258
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,500,V8,0.0,1.0,0.008,0.008,0.9775,0.9775,0.25,1.0,4000,4000,0,0,0.0,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V8/quality_metrics.json,0a0d479c10871dd1ea0163e454107b92e07d073022c5b9f2203579fc68be4ae7
final_full/seqgan_improved_refinement|seqgan_improved|time|A|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,time,A,100,V8,0.2474949899799599,0.7525050100200401,0.9308617234468938,0.9228456913827655,0.015531062124248497,0.01603206412825651,0.8,0.594689378757515,4000,2854,1146,0,0.2865,final_result_info/final_full/seqgan_improved_refinement/time/A/R100/V8/quality_metrics.json,ae98490a372820e0a73c38627a19b32b10fb550993f6a632433ded5b75e1b037
final_full/seqgan_improved_refinement|seqgan_improved|time|A|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,time,A,200,V8,0.11917876815222839,0.8808212318477716,0.842764146219329,0.8357536304456685,0.06860290435653481,0.06860290435653481,0.8,0.6885327991987982,4000,3158,842,0,0.2105,final_result_info/final_full/seqgan_improved_refinement/time/A/R200/V8/quality_metrics.json,a43da16170baab4962dddb3b643976725ceb6597b838676bf36b52bb86303760
final_full/seqgan_improved_refinement|seqgan_improved|time|A|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,time,A,500,V8,0.04600000000000004,0.954,0.278,0.238,0.1795,0.2025,0.4,0.9525,4000,3962,38,0,0.0095,final_result_info/final_full/seqgan_improved_refinement/time/A/R500/V8/quality_metrics.json,217eae150207706d1fee480279c7eee56b0eba75db989474f09fae8f4b747026
final_full/seqgan_improved_refinement|seqgan_improved|time|D|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,time,D,100,V8,0.0,1.0,0.003501750875437719,0.003501750875437719,0.9949974987493747,0.9949974987493747,0.4,0.9994997498749375,4000,3996,4,0,0.001,final_result_info/final_full/seqgan_improved_refinement/time/D/R100/V8/quality_metrics.json,9a4bf96ef7b67937bc1bbb487ff29e7938bb203363b8cc184d128e853aef3eea
final_full/seqgan_improved_refinement|seqgan_improved|time|D|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,time,D,200,V8,0.08604302151075538,0.9139569784892446,0.9879939969984992,0.9859929964982491,0.003501750875437719,0.003501750875437719,0.8,0.6853426713356678,4000,3290,710,0,0.1775,final_result_info/final_full/seqgan_improved_refinement/time/D/R200/V8/quality_metrics.json,a6a33df236fd6c12058efb3ed86d0c750400299b1dfe95c3888dd98c9165a548
final_full/seqgan_improved_refinement|seqgan_improved|time|D|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,time,D,500,V8,0.0,1.0,1.0,1.0,0.0005,0.0005,0.4,1.0,4000,4000,0,0,0.0,final_result_info/final_full/seqgan_improved_refinement/time/D/R500/V8/quality_metrics.json,f850f0812b6af5a3d5424db55ee95c67b824556d7d8449600290621504588623
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R100|V2,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,union,D,100,V2,0.5275000000000001,0.4725,1.0,0.9995,0.0005,0.001,0.5,0.0275,4000,768,3232,0,0.808,final_result_info/final_full/seqgan_improved_refinement/union/D/R100/V2/quality_metrics.json,b0f9f084756ec7b96c2d125023f74653df8027d56a6b01b02f9617aa5384e39d
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,union,D,100,V8,0.007000000000000006,0.993,0.6825,0.6575,0.0255,0.027,1.0,0.8545,4000,3608,392,0,0.098,final_result_info/final_full/seqgan_improved_refinement/union/D/R100/V8/quality_metrics.json,8329321a0a3dd6039abf727f920735b2d1d8ed9c0deca806f8030931b8d4a96c
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R200|V2,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,union,D,200,V2,0.08950000000000002,0.9105,1.0,1.0,0.0005,0.0005,0.0,0.0,4000,438,3562,0,0.8905,final_result_info/final_full/seqgan_improved_refinement/union/D/R200/V2/quality_metrics.json,dcea6decb27b153ab8e8dbf80e988cbca5a38066fd5a91209872285881a5e7ac
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,union,D,200,V8,0.0010000000000000009,0.999,0.3425,0.316,0.0425,0.0425,1.0,0.9975,4000,3990,10,0,0.0025,final_result_info/final_full/seqgan_improved_refinement/union/D/R200/V8/quality_metrics.json,4ce00ff7feba5715be53d3597c06a04713f57ed4579f8459ad7de07295054fc4
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R500|V2,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,union,D,500,V2,0.23299999999999998,0.767,0.639,0.5725,0.0705,0.0835,0.5,0.0035,4000,1800,2200,0,0.55,final_result_info/final_full/seqgan_improved_refinement/union/D/R500/V2/quality_metrics.json,a480427aa8b3f1bbfe3895fbbe95cfb346fe396026a61c4cd9e76f6ae8ab9312
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,union,D,500,V8,0.0020000000000000018,0.998,1.0,1.0,0.0005,0.0005,1.0,0.8675,4000,3938,62,0,0.0155,final_result_info/final_full/seqgan_improved_refinement/union/D/R500/V8/quality_metrics.json,e26fa97fc6657a8d44bf5bdac2fc28425e9aeaa07c43cec47518210bd984c20c
final_full/seqgan_improved_refinement|seqgan_improved|union|F|R100|V3,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,union,F,100,V3,0.0010000000000000009,0.999,0.011,0.009,0.9875,0.9895,0.25,0.997,4000,3974,26,0,0.0065,final_result_info/final_full/seqgan_improved_refinement/union/F/R100/V3/quality_metrics.json,bd264064d8c59270e957e6df9ce645fe4a46b49dd61a6c9035a8e018d7a4b0ad
final_full/seqgan_improved_refinement|seqgan_improved|union|F|R200|V3,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,union,F,200,V3,0.0,1.0,0.0075,0.007,0.993,0.9935,0.25,1.0,4000,3992,8,0,0.002,final_result_info/final_full/seqgan_improved_refinement/union/F/R200/V3/quality_metrics.json,addfee61029b58e26dfe9864bbd1ea655fecac55232f673fce3e2f53da79e5d5
final_full/seqgan_improved_refinement|seqgan_improved|union|F|R500|V3,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,union,F,500,V3,0.866,0.134,0.9615,0.9585,0.0025,0.0025,0.25,0.1285,4000,544,3456,0,0.864,final_result_info/final_full/seqgan_improved_refinement/union/F/R500/V3/quality_metrics.json,62af66005e4a98754cbca8cca17f7729d3fa2e954bb2f257699901d2f56f8f15
phase1_survey|ctgan|all|RAW|Rfull|BASE,phase1_survey,ctgan,CTGAN,all,RAW,full,BASE,0.03049999999999997,0.9695,0.663,0.663,0.0095,0.0095,0.9047619047619048,0.8645,4000,3794,206,0,0.0515,final_result_info/phase1_survey/ctgan/all/RAW/Rfull/BASE/quality_metrics.json,c610197d7ed54a44cd6a54709155b462a97ead8884b3cf01e64c377eeb6f32bb
phase1_survey|gan|all|RAW|Rfull|BASE,phase1_survey,gan,Vanilla GAN,all,RAW,full,BASE,0.008499999999999952,0.9915,0.241,0.241,0.031,0.031,0.47619047619047616,0.959,4000,3684,316,0,0.079,final_result_info/phase1_survey/gan/all/RAW/Rfull/BASE/quality_metrics.json,835683e153abd56fd48d0cfcda08581f5ec17f22e0fea45ffcb88f718d49ea46
phase1_survey|seqgan_master|all|RAW|Rfull|BASE,phase1_survey,seqgan_master,SeqGAN cơ sở,all,RAW,full,BASE,0.44199999999999995,0.558,0.364,0.36,0.134,0.154,0.3333333333333333,0.234,1000,298,702,0,0.702,final_result_info/phase1_survey/seqgan_master/all/RAW/Rfull/BASE/quality_metrics.json,e9827f18654536d1354b6879c8157578fa5d74e5226a0b55aa6656eb0cb8b898
phase1_survey|smote|all|RAW|Rfull|BASE,phase1_survey,smote,SMOTE,all,RAW,full,BASE,0.02200000000000002,0.978,0.852,0.852,0.0035,0.0035,0.9523809523809523,0.893,4000,3776,224,0,0.056,final_result_info/phase1_survey/smote/all/RAW/Rfull/BASE/quality_metrics.json,3921736b55591022c5fd703362e97c708503fbceae49b2ecd3e6e6ff9c79af35
phase2a_scenario_search|ctgan|boolean|A|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,boolean,A,50,BASE,0.0,1.0,0.5,0.5,0.06,0.06,1.0,1.0,400,386,14,0,0.035,final_result_info/phase2a_scenario_search/ctgan/boolean/A/R50/BASE/quality_metrics.json,888c3038cc0da660906c13605101820bc24c6d1969c1619db2b8bc755d0d5796
phase2a_scenario_search|ctgan|boolean|B|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,boolean,B,50,BASE,0.0,1.0,0.45,0.45,0.055,0.055,1.0,1.0,400,354,46,0,0.115,final_result_info/phase2a_scenario_search/ctgan/boolean/B/R50/BASE/quality_metrics.json,c309ce2cc8cf18cf4ab92e90a0792980532ccc577cbe61a7308cd1320aafc725
phase2a_scenario_search|ctgan|boolean|C|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,boolean,C,50,BASE,0.0,1.0,0.53,0.53,0.04,0.04,0.75,1.0,400,390,10,0,0.025,final_result_info/phase2a_scenario_search/ctgan/boolean/C/R50/BASE/quality_metrics.json,f08fe10fe7eebe884e97054aad3db1bd8932ca6ac48474bb5321e6b35b748ba3
phase2a_scenario_search|ctgan|boolean|D|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,boolean,D,50,BASE,0.0,1.0,0.435,0.435,0.055,0.055,0.75,1.0,400,394,6,0,0.015,final_result_info/phase2a_scenario_search/ctgan/boolean/D/R50/BASE/quality_metrics.json,441e674ae3ecf3a443523f3d4f0dc10417f2e5a1f72187c7fc523e25f9996a58
phase2a_scenario_search|ctgan|boolean|E|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,boolean,E,50,BASE,0.0,1.0,0.54,0.54,0.055,0.055,0.75,1.0,400,392,8,0,0.02,final_result_info/phase2a_scenario_search/ctgan/boolean/E/R50/BASE/quality_metrics.json,c9a5e5d6e1fb0aec7c028c68d3b76c41f3e2614cc90c93086fa6ee999807821b
phase2a_scenario_search|ctgan|boolean|F|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,boolean,F,50,BASE,0.0,1.0,0.455,0.455,0.05,0.05,1.0,1.0,400,336,64,0,0.16,final_result_info/phase2a_scenario_search/ctgan/boolean/F/R50/BASE/quality_metrics.json,afef8bd7a2b312fa18bada004ac3246142a91d57ac95079cf27e706ff1647c31
phase2a_scenario_search|ctgan|error|A|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,error,A,50,BASE,0.0,1.0,0.465,0.465,0.09,0.09,0.75,0.9,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/error/A/R50/BASE/quality_metrics.json,7b03ccedd127c6a331a1b6c28cc87c1490bb403f5ed5aed5cb751870391af630
