probe_index,source_row,method,payload,url,status,blocked,outcome,request_sent,url_length,latency_ms,attempts,error,audit_rule_ids,audit_transaction_ids,audit_messages,audit_files
3904,2609,GET,"1'   )    )    as wkys where 2478  =  2478 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",http://127.0.0.1:18080/?payload=1%27+++%29++++%29++++as+wkys+where+2478++%3D++2478+and+6055++%3D++ctxsys.drithsx.sn++%28++6055%2C++%28++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++6055++%3D++6055++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29+++++%29++--,403,True,blocked,True,516,7.139,1,,920350|933160|942100|942230|949110,178456921629.366018,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174016-178456921629.366018
3905,2609,POST,"1'   )    )    as wkys where 2478  =  2478 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",http://127.0.0.1:18080/,403,True,blocked,True,23,7.339,1,,920350|933160|942100|942230|949110,178456921656.494595,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174016-178456921656.494595
3906,5606,GET,"1%'   )    )     )   and make_set  (  8403  =  8403,8899  )   and    (    (     (  '%'  =  '",http://127.0.0.1:18080/?payload=1%25%27+++%29++++%29+++++%29+++and+make_set++%28++8403++%3D++8403%2C8899++%29+++and++++%28++++%28+++++%28++%27%25%27++%3D++%27,403,True,blocked,True,158,7.846,1,,920350|942100|942151|949110,178456921614.270519,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921614.270519
3907,5606,POST,"1%'   )    )     )   and make_set  (  8403  =  8403,8899  )   and    (    (     (  '%'  =  '",http://127.0.0.1:18080/,403,True,blocked,True,23,6.267,1,,920350|942100|942151|949110,178456921697.670049,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921697.670049
3908,3933,GET,"-4210""  )   where 2679  =  2679 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --",http://127.0.0.1:18080/?payload=-4210%22++%29+++where+2679++%3D++2679+or+4493++%3D++utl_inaddr.get_host_address++%28++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++4493++%3D++4493++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29+++--,403,True,blocked,True,491,6.612,1,,920350|933160|942100|942230|949110,178456921615.972136,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174016-178456921615.972136
3909,3933,POST,"-4210""  )   where 2679  =  2679 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --",http://127.0.0.1:18080/,403,True,blocked,True,23,5.745,1,,920350|933160|942100|942230|949110,17845692167.290415,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174016-17845692167.290415
3910,4160,GET,1'   )    )     )   ,http://127.0.0.1:18080/?payload=1%27+++%29++++%29+++++%29+++,200,False,bypass,True,60,5.882,1,,920350,178456921679.689041,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174016-178456921679.689041
3911,4160,POST,1'   )    )     )   ,http://127.0.0.1:18080/,200,False,bypass,True,23,7.331,1,,920350,178456921684.145088,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174016-178456921684.145088
3912,2785,GET,"1'+  (  select eztr where 4260  =  4260 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5   )    )   +'",http://127.0.0.1:18080/?payload=1%27%2B++%28++select+eztr+where+4260++%3D++4260+and+6537++%3D++dbms_pipe.receive_message++%28++chr++%28++76++%29++%7C%7Cchr++%28++116++%29++%7C%7Cchr++%28++117++%29++%7C%7Cchr++%28++65++%29++%2C5+++%29++++%29+++%2B%27,403,True,blocked,True,249,6.381,1,,920350|933160|942100|942360|949110,178456921659.209650,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174016-178456921659.209650
3913,2785,POST,"1'+  (  select eztr where 4260  =  4260 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5   )    )   +'",http://127.0.0.1:18080/,403,True,blocked,True,23,6.623,1,,920350|933160|942100|942360|949110,178456921641.191291,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174016-178456921641.191291
3914,4226,GET, select * from users,http://127.0.0.1:18080/?payload=+select+%2A+from+users,200,False,bypass,True,54,7.213,1,,920350,178456921654.918009,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174016-178456921654.918009
3915,4226,POST, select * from users,http://127.0.0.1:18080/,200,False,bypass,True,23,7.682,1,,920350,178456921624.807018,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174016-178456921624.807018
3916,6456,GET,"1""   )    )    and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   ""kpwc"" like ""kpwc",http://127.0.0.1:18080/?payload=1%22+++%29++++%29++++and+5556++%3D++++%28++select+count++%28++%2A++%29+++from+all_users+t1%2Call_users+t2%2Call_users+t3%2Call_users+t4%2Call_users+t5++%29+++and++++%28++++%28+++%22kpwc%22+like+%22kpwc,403,True,blocked,True,233,6.406,1,,920350|942100|949110,178456921662.330780,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921662.330780
3917,6456,POST,"1""   )    )    and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   ""kpwc"" like ""kpwc",http://127.0.0.1:18080/,403,True,blocked,True,23,5.11,1,,920350|942100|949110,178456921642.370211,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921642.370211
3918,5234,GET,-2717'   )    )     )   or 8571  =  8571--,http://127.0.0.1:18080/?payload=-2717%27+++%29++++%29+++++%29+++or+8571++%3D++8571--,403,True,blocked,True,84,4.48,1,,920350|942100|949110,178456921660.888881,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921660.888881
3919,5234,POST,-2717'   )    )     )   or 8571  =  8571--,http://127.0.0.1:18080/,403,True,blocked,True,23,5.443,1,,920350|942100|949110,178456921628.264407,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921628.264407
3920,1080,GET," select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",http://127.0.0.1:18080/?payload=+select+%2A+from+users+where+id++%3D++1+union+select+%40+1a%2Cversion++%28++++%29+++--+1,403,True,blocked,True,120,5.891,1,,920350|942100|942190|949110,178456921646.752583,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921646.752583
3921,1080,POST," select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",http://127.0.0.1:18080/,403,True,blocked,True,23,5.327,1,,920350|942100|942190|949110,178456921691.040460,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921691.040460
3922,6325,GET,"-7381'   )    )    or elt  (  5882  =  5919,5919  )   and    (    (   'nzri'  =  'nzri",http://127.0.0.1:18080/?payload=-7381%27+++%29++++%29++++or+elt++%28++5882++%3D++5919%2C5919++%29+++and++++%28++++%28+++%27nzri%27++%3D++%27nzri,403,True,blocked,True,144,5.698,1,,920350|942100|949110,178456921652.463723,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921652.463723
3923,6325,POST,"-7381'   )    )    or elt  (  5882  =  5919,5919  )   and    (    (   'nzri'  =  'nzri",http://127.0.0.1:18080/,403,True,blocked,True,23,5.337,1,,920350|942100|949110,178456921651.796387,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921651.796387
3924,5489,GET,1 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  ) ,http://127.0.0.1:18080/?payload=1+and+6240++%3D++++%28++%27qqpjq%27%7C%7C++%28++select+case+6240+when+6240+then+1+else+0+end+from+rdb%24database++%29++%7C%7C%27qzvzq%27++%29+,403,True,blocked,True,174,5.476,1,,920350|942100|949110,178456921634.394245,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921634.394245
3925,5489,POST,1 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  ) ,http://127.0.0.1:18080/,403,True,blocked,True,23,5.89,1,,920350|942100|949110,178456921647.333744,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921647.333744
3926,1753,GET,1'  )   as pudv where 2609  =  2609,http://127.0.0.1:18080/?payload=1%27++%29+++as+pudv+where+2609++%3D++2609,403,True,blocked,True,73,4.874,1,,920350|942100|949110,178456921676.335909,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921676.335909
3927,1753,POST,1'  )   as pudv where 2609  =  2609,http://127.0.0.1:18080/,403,True,blocked,True,23,5.927,1,,920350|942100|949110,178456921660.871886,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921660.871886
3928,6094,GET," select * from users where id  =  1 or ""]{"" or 1  =  1 -- 1",http://127.0.0.1:18080/?payload=+select+%2A+from+users+where+id++%3D++1+or+%22%5D%7B%22+or+1++%3D++1+--+1,403,True,blocked,True,105,5.003,1,,920350|942100|949110,178456921659.887469,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921659.887469
3929,6094,POST," select * from users where id  =  1 or ""]{"" or 1  =  1 -- 1",http://127.0.0.1:18080/,403,True,blocked,True,23,6.804,1,,920350|942100|949110,178456921673.947346,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921673.947346
3930,1908,GET,1  )   as ilqx where 8547  =  8547,http://127.0.0.1:18080/?payload=1++%29+++as+ilqx+where+8547++%3D++8547,403,True,blocked,True,70,6.384,1,,920350|942100|949110,178456921678.412481,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921678.412481
3931,1908,POST,1  )   as ilqx where 8547  =  8547,http://127.0.0.1:18080/,403,True,blocked,True,23,6.522,1,,920350|942100|949110,178456921663.585556,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921663.585556
3932,4917,GET,select * from users where id  =  '1' + $+%$ or 1  =  1 -- 1',http://127.0.0.1:18080/?payload=select+%2A+from+users+where+id++%3D++%271%27+%2B+%24%2B%25%24+or+1++%3D++1+--+1%27,403,True,blocked,True,114,5.361,1,,920350|942100|949110,178456921675.975983,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921675.975983
3933,4917,POST,select * from users where id  =  '1' + $+%$ or 1  =  1 -- 1',http://127.0.0.1:18080/,403,True,blocked,True,23,6.219,1,,920350|942100|949110,178456921657.169070,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921657.169070
3934,1660,GET,"1' where 1031  =  1031 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",http://127.0.0.1:18080/?payload=1%27+where+1031++%3D++1031+or+char++%28++68++%29++%7C%7Cchar++%28++69++%29++%7C%7Cchar++%28++97++%29++%7C%7Cchar++%28++85++%29++++%3D++regexp_substring++%28++repeat++%28++right++%28++char++%28++5389++%29++%2C0++%29++%2C5000000000++%29++%2Cnull++%29++--,403,True,blocked,True,284,5.105,1,,920350|942100|949110,178456921667.763361,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921667.763361
3935,1660,POST,"1' where 1031  =  1031 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",http://127.0.0.1:18080/,403,True,blocked,True,23,5.761,1,,920350|942100|949110,178456921639.619367,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921639.619367
3936,2585,GET,"1""  )   and elt  (  1210  =  1210,sleep  (  5   )    )    and   (  ""cwwv"" like ""cwwv",http://127.0.0.1:18080/?payload=1%22++%29+++and+elt++%28++1210++%3D++1210%2Csleep++%28++5+++%29++++%29++++and+++%28++%22cwwv%22+like+%22cwwv,403,True,blocked,True,140,5.594,1,,920350|942100|942160|949110,17845692165.632205,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-17845692165.632205
3937,2585,POST,"1""  )   and elt  (  1210  =  1210,sleep  (  5   )    )    and   (  ""cwwv"" like ""cwwv",http://127.0.0.1:18080/,403,True,blocked,True,23,6.894,1,,920350|942100|942160|949110,178456921644.489789,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921644.489789
3938,2436,GET,"1""  )   or sleep  (  5  )   and   (  ""xgtk""  =  ""xgtk",http://127.0.0.1:18080/?payload=1%22++%29+++or+sleep++%28++5++%29+++and+++%28++%22xgtk%22++%3D++%22xgtk,403,True,blocked,True,103,6.512,1,,920350|942100|942160|949110,178456921627.076585,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921627.076585
3939,2436,POST,"1""  )   or sleep  (  5  )   and   (  ""xgtk""  =  ""xgtk",http://127.0.0.1:18080/,403,True,blocked,True,23,6.502,1,,920350|942100|942160|949110,178456921634.262375,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921634.262375
3940,1680,GET,"1'   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",http://127.0.0.1:18080/?payload=1%27+++%29++++%29+++++%29+++and+elt++%28++3114++%3D++3114%2Csleep++%28++5+++%29++++%29+++%23,403,True,blocked,True,124,6.25,1,,920350|942100|942160|949110,178456921621.077562,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921621.077562
3941,1680,POST,"1'   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",http://127.0.0.1:18080/,403,True,blocked,True,23,5.266,1,,920350|942100|942160|949110,178456921610.600467,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921610.600467
3942,1429,GET,"-7347""   )    )    union all select 4360,4360,4360,4360,4360,4360,4360,4360,4360#",http://127.0.0.1:18080/?payload=-7347%22+++%29++++%29++++union+all+select+4360%2C4360%2C4360%2C4360%2C4360%2C4360%2C4360%2C4360%2C4360%23,403,True,blocked,True,137,4.909,1,,920350|942100|942190|942360|949110,178456921640.578883,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174016-178456921640.578883
3943,1429,POST,"-7347""   )    )    union all select 4360,4360,4360,4360,4360,4360,4360,4360,4360#",http://127.0.0.1:18080/,403,True,blocked,True,23,7.2,1,,920350|942100|942190|942360|949110,178456921640.557024,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174016-178456921640.557024
3944,1158,GET,"1'  )   where 9006  =  9006 union all select null,null,null,null,null,null--",http://127.0.0.1:18080/?payload=1%27++%29+++where+9006++%3D++9006+union+all+select+null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull--,403,True,blocked,True,124,7.576,1,,920350|942100|942190|949110,178456921690.902174,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921690.902174
3945,1158,POST,"1'  )   where 9006  =  9006 union all select null,null,null,null,null,null--",http://127.0.0.1:18080/,403,True,blocked,True,23,9.903,1,,920350|942100|942190|949110,178456921693.466574,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174016-178456921693.466574
3946,741,GET,"-9384%"" union all select 7031,7031,7031,7031,7031,7031,7031,7031,7031#",http://127.0.0.1:18080/?payload=-9384%25%22+union+all+select+7031%2C7031%2C7031%2C7031%2C7031%2C7031%2C7031%2C7031%2C7031%23,403,True,blocked,True,124,10.324,1,,920350|942100|942190|942360|949110,178456921644.780392,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174016-178456921644.780392
3947,741,POST,"-9384%"" union all select 7031,7031,7031,7031,7031,7031,7031,7031,7031#",http://127.0.0.1:18080/,403,True,blocked,True,23,15.381,1,,920350|942100|942190|942360|949110,178456921692.121040,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174016-178456921692.121040
3948,677,GET,"-7940%""  )   union all select 2779,2779,2779,2779,2779,2779,2779,2779,2779,2779#",http://127.0.0.1:18080/?payload=-7940%25%22++%29+++union+all+select+2779%2C2779%2C2779%2C2779%2C2779%2C2779%2C2779%2C2779%2C2779%2C2779%23,403,True,blocked,True,138,14.357,1,,920350|942100|942190|942360|949110,178456921659.927167,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174016-178456921659.927167
3949,677,POST,"-7940%""  )   union all select 2779,2779,2779,2779,2779,2779,2779,2779,2779,2779#",http://127.0.0.1:18080/,403,True,blocked,True,23,11.925,1,,920350|942100|942190|942360|949110,178456921667.440414,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174016-178456921667.440414
3950,5861,GET,"1 where 5332  =  5332 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",http://127.0.0.1:18080/?payload=1+where+5332++%3D++5332+or+++%28++select+9173+from++%28++select+count++%28++%2A++%29++%2Cconcat++%28++0x7171706a71%2C++%28++select+++%28++elt++%28++9173++%3D++9173%2C1+++%29++++%29+++++%29++%2C0x717a767a71%2Cfloor++%28++rand++%28++0++%29++%2A2+++%29++++%29+++x+from+information_schema.character_sets+group+by+x++%29++a++%29++--,403,True,blocked,True,359,10.405,1,,920350|942100|942140|942151|942190|949110,17845692164.019847,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""SQL Injection Attack: SQL function name detected"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174016-17845692164.019847
3951,5861,POST,"1 where 5332  =  5332 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",http://127.0.0.1:18080/,403,True,blocked,True,23,9.359,1,,920350|942100|942140|942151|942190|949110,178456921651.542377,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""SQL Injection Attack: SQL function name detected"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174016-178456921651.542377
3952,5365,GET,-2751 where 6334  =  6334 or   (  9668  =  5845  )  *5845--,http://127.0.0.1:18080/?payload=-2751+where+6334++%3D++6334+or+++%28++9668++%3D++5845++%29++%2A5845--,403,True,blocked,True,101,8.5,1,,920350|942100|949110,178456921615.435173,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174016-178456921615.435173
