probe_index,source_row,transaction_id,http_status,rule_ids,messages,audit_file,audit_bytes,parse_error
3328,5897,178456921443.902039,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921443.902039,2915,
3429,1188,178456921443.921546,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921443.921546,4223,
3293,2571,178456921444.596470,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921444.596470,4196,
3356,3197,178456921444.600837,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921444.600837,3619,
3398,2862,178456921444.759581,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921444.759581,6306,
3339,6170,178456921445.731152,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174014-178456921445.731152,1727,
3528,1138,178456921445.844768,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921445.844768,4045,
3404,1412,178456921446.675500,403,920350|942100|942280|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects Postgres pg_sleep injection, waitfor delay attacks and database shutdown attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921446.675500,3850,
3392,5895,178456921446.933136,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921446.933136,2866,
3327,3625,178456921447.498484,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921447.498484,3910,
3286,2780,178456921448.988394,403,920350|942230|949110,"[""Host header is a numeric IP address"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921448.988394,4005,
3333,6098,178456921449.034461,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921449.034461,2914,
3336,846,178456921449.100282,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921449.100282,3815,
3405,1412,178456921449.115975,403,920350|942100|942280|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects Postgres pg_sleep injection, waitfor delay attacks and database shutdown attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921449.115975,3867,
3452,6499,178456921449.167521,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921449.167521,4086,
3300,674,178456921449.370947,403,920350|942360|949110,"[""Host header is a numeric IP address"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921449.370947,3207,
3285,963,178456921449.385026,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921449.385026,4144,
3364,3031,178456921449.665802,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921449.665802,4357,
3420,4826,178456921449.826438,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921449.826438,3648,
3260,2254,178456921449.929397,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921449.929397,6322,
3517,5597,17845692145.152075,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-17845692145.152075,3837,
3536,3628,17845692145.189195,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-17845692145.189195,2970,
3521,5603,17845692145.223620,403,920350|942100|942230|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-17845692145.223620,4025,
3469,6118,17845692145.225954,403,920350|942100|942230|942360|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174014-17845692145.225954,6959,
3288,2211,17845692145.689212,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-17845692145.689212,4325,
3482,4712,178456921450.247188,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921450.247188,4196,
3542,3229,178456921450.272650,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921450.272650,4061,
3258,1850,178456921450.775145,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921450.775145,3619,
3395,273,178456921450.838485,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921450.838485,3018,
3423,3970,178456921451.193730,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921451.193730,4127,
3282,6358,178456921452.723973,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921452.723973,3268,
3458,2883,178456921453.249815,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921453.249815,6285,
3502,6201,178456921453.363920,403,920350|942100|942230|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921453.363920,5930,
3504,4073,178456921453.916179,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921453.916179,2843,
3546,2238,178456921454.660442,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921454.660442,6274,
3335,4383,178456921454.727603,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174014-178456921454.727603,1727,
3450,445,178456921454.765573,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921454.765573,4026,
3519,724,178456921454.934102,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921454.934102,4051,
3355,4143,178456921455.348610,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174014-178456921455.348610,1727,
3261,2254,178456921455.787552,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921455.787552,5940,
3304,3922,178456921456.252275,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921456.252275,2835,
3277,1963,178456921456.350395,403,920350|942100|942151|942230|942320|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Detects conditional SQL injection attempts"", ""Detects MySQL and PostgreSQL stored procedure/function injections"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174014-178456921456.350395,6866,
3462,2253,178456921457.092419,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921457.092419,4332,
3338,6170,178456921457.222404,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174014-178456921457.222404,1673,
3360,6109,178456921457.486734,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921457.486734,3874,
3495,1370,178456921457.579315,403,920350|933160|942100|942151|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921457.579315,5664,
3479,766,178456921458.459318,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921458.459318,4005,
3297,6484,17845692146.296660,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-17845692146.296660,2916,
3350,5075,17845692146.341197,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-17845692146.341197,4062,
3406,3148,17845692146.479934,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-17845692146.479934,3827,
3341,5748,17845692146.845701,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-17845692146.845701,2970,
3281,5121,178456921460.132660,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921460.132660,3889,
3306,628,178456921460.143380,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921460.143380,6475,
3387,3736,178456921460.184317,403,920350|942100|942140|942230|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921460.184317,5248,
3361,6109,178456921460.274009,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921460.274009,3896,
3302,2899,178456921460.303368,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921460.303368,2892,
3508,3389,178456921460.954291,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921460.954291,3616,
3472,1260,178456921461.688939,403,920350|933160|942100|942230|942360|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 28)""]",transactions/20260720/20260720-1740/20260720-174014-178456921461.688939,8764,
3491,5634,178456921461.724389,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921461.724389,3027,
3270,3070,178456921461.829885,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921461.829885,2862,
3477,1820,178456921461.944219,403,920350|933160|942100|942151|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921461.944219,5664,
3264,575,178456921461.977893,403,920350|933160|942100|942140|942151|942160|942170|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""SQL Injection Attack: SQL function name detected"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Detects SQL benchmark and sleep injection attempts including conditional queries"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 38)""]",transactions/20260720/20260720-1740/20260720-174014-178456921461.977893,10162,
3468,6118,178456921462.020515,403,920350|942100|942230|942360|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174014-178456921462.020515,7342,
3331,2115,178456921462.067583,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921462.067583,4017,
3324,2488,178456921462.241836,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921462.241836,2835,
3284,963,178456921463.104566,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921463.104566,4190,
3437,2977,178456921463.790041,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921463.790041,3821,
3380,3277,178456921464.033879,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174014-178456921464.033879,1811,
3481,4603,178456921464.197256,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921464.197256,2898,
3426,5984,178456921464.606107,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921464.606107,3134,
3321,415,178456921464.848528,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921464.848528,3937,
3443,757,178456921466.493673,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921466.493673,4100,
3301,674,178456921468.290186,403,920350|942360|949110,"[""Host header is a numeric IP address"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921468.290186,3268,
3511,3020,178456921468.323192,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921468.323192,2892,
3533,4933,178456921469.056877,403,920350|942100|942140|942190|942230|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174014-178456921469.056877,6492,
3319,5761,178456921469.134589,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921469.134589,2982,
3487,3539,178456921469.319645,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921469.319645,2912,
3442,757,178456921469.528210,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921469.528210,4137,
3463,2253,178456921469.711068,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921469.711068,4207,
3271,3070,17845692147.037878,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-17845692147.037878,2903,
3396,739,17845692147.924531,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-17845692147.924531,3176,
3428,1188,178456921470.174718,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921470.174718,4357,
3445,1587,178456921470.220628,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921470.220628,5914,
3307,628,178456921470.455885,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921470.455885,6042,
3330,2115,178456921470.715491,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921470.715491,4049,
3372,18,178456921470.774907,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921470.774907,2884,
3471,371,178456921470.778142,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921470.778142,4221,
3457,1344,178456921470.898009,403,920350|933160|942100|942230|942320|942360|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Detects MySQL and PostgreSQL stored procedure/function injections"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 33)""]",transactions/20260720/20260720-1740/20260720-174014-178456921470.898009,9796,
3478,766,178456921471.009987,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174014-178456921471.009987,3999,
3489,5092,178456921471.548204,403,920350|942100|942190|942360|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921471.548204,5040,
3537,3628,178456921472.491126,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174014-178456921472.491126,2953,
3317,2422,178456921473.146082,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174014-178456921473.146082,5977,
