probe_index,source_row,method,payload,url,status,blocked,outcome,request_sent,url_length,latency_ms,attempts,error
2095,765,POST,admin' or 1  =  1,http://localhost:18080/,403,True,blocked,True,23,5.393,1,
2096,4169,GET,1  )    )    or   ( ,http://localhost:18080/?payload=1++%29++++%29++++or+++%28+,200,False,bypass,True,58,6.135,1,
2097,4169,POST,1  )    )    or   ( ,http://localhost:18080/,200,False,bypass,True,23,8.562,1,
2098,382,GET,"1   )    )    as hqwy where 4433  =  4433 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",http://localhost:18080/?payload=1+++%29++++%29++++as+hqwy+where+4433++%3D++4433+or+exp++%28++~++%28++select+%2A+from+++%28++select+concat++%28++0x7171706a71%2C++%28++select+++%28++elt++%28++6270++%3D++6270%2C1+++%29++++%29+++++%29++%2C0x717a767a71%2C0x78+++%29++++%29+++x+++%29++++%29+++--,403,True,blocked,True,289,7.759,1,
2099,382,POST,"1   )    )    as hqwy where 4433  =  4433 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",http://localhost:18080/,403,True,blocked,True,23,8.352,1,
2100,4343,GET, select * from users,http://localhost:18080/?payload=+select+%2A+from+users,200,False,bypass,True,54,8.268,1,
2101,4343,POST, select * from users,http://localhost:18080/,200,False,bypass,True,23,6.866,1,
2102,5027,GET," select * from users where id  =  1.  union select 1,version  (    )   -- 1",http://localhost:18080/?payload=+select+%2A+from+users+where+id++%3D++1.++union+select+1%2Cversion++%28++++%29+++--+1,403,True,blocked,True,117,6.319,1,
2103,5027,POST," select * from users where id  =  1.  union select 1,version  (    )   -- 1",http://localhost:18080/,403,True,blocked,True,23,5.497,1,
2104,1401,GET,"1,  (  select * from generate_series  (  5609,5609,case when   (  5609  =  5609  )   then 1 else 0 end  )   limit 1  )  ",http://localhost:18080/?payload=1%2C++%28++select+%2A+from+generate_series++%28++5609%2C5609%2Ccase+when+++%28++5609++%3D++5609++%29+++then+1+else+0+end++%29+++limit+1++%29++,200,False,bypass,True,174,6.76,1,
2105,1401,POST,"1,  (  select * from generate_series  (  5609,5609,case when   (  5609  =  5609  )   then 1 else 0 end  )   limit 1  )  ",http://localhost:18080/,200,False,bypass,True,23,7.876,1,
2106,5837,GET,1  )   as hvsk where 7902  =  7902,http://localhost:18080/?payload=1++%29+++as+hvsk+where+7902++%3D++7902,403,True,blocked,True,70,6.384,1,
2107,5837,POST,1  )   as hvsk where 7902  =  7902,http://localhost:18080/,403,True,blocked,True,23,6.287,1,
2108,3562,GET,"1' and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",http://localhost:18080/?payload=1%27+and+6055++%3D++ctxsys.drithsx.sn++%28++6055%2C++%28++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++6055++%3D++6055++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29+++++%29++,403,True,blocked,True,468,6.274,1,
2109,3562,POST,"1' and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",http://localhost:18080/,403,True,blocked,True,23,6.539,1,
2110,1744,GET,"1',updatexml  (  2917,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  2917  =  2917,1   )    )     )  ,0x717a767a71  )  ,8295  )  ",http://localhost:18080/?payload=1%27%2Cupdatexml++%28++2917%2Cconcat++%28++0x2e%2C0x7171706a71%2C++%28++select+++%28++elt++%28++2917++%3D++2917%2C1+++%29++++%29+++++%29++%2C0x717a767a71++%29++%2C8295++%29++,403,True,blocked,True,206,5.638,1,
2111,1744,POST,"1',updatexml  (  2917,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  2917  =  2917,1   )    )     )  ,0x717a767a71  )  ,8295  )  ",http://localhost:18080/,403,True,blocked,True,23,5.245,1,
2112,4794,GET,1' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'ymnm'  =  'ymnm,http://localhost:18080/?payload=1%27+and+4386++%3D++utl_inaddr.get_host_address++%28++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++4386++%3D++4386++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29++++and+%27ymnm%27++%3D++%27ymnm,403,True,blocked,True,486,5.806,1,
2113,4794,POST,1' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'ymnm'  =  'ymnm,http://localhost:18080/,403,True,blocked,True,23,10.958,1,
2114,5513,GET,"1'+  (  select sfmz where 4870  =  4870 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",http://localhost:18080/?payload=1%27%2B++%28++select+sfmz+where+4870++%3D++4870+or+char++%28++75++%29++%7C%7Cchar++%28++70++%29++%7C%7Cchar++%28++99++%29++%7C%7Cchar++%28++83++%29++++%3D++regexp_substring++%28++repeat++%28++left++%28++crypt_key++%28++char++%28++65++%29++%7C%7Cchar++%28++69++%29++%7C%7Cchar++%28++83++%29++%2Cnull++%29++%2C0++%29++%2C500000000++%29++%2Cnull++%29++--,403,True,blocked,True,383,9.671,1,
2115,5513,POST,"1'+  (  select sfmz where 4870  =  4870 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",http://localhost:18080/,403,True,blocked,True,23,9.859,1,
2116,1815,GET,"-5817' in boolean mode  )   union all select 2391,2391,2391,2391,2391--",http://localhost:18080/?payload=-5817%27+in+boolean+mode++%29+++union+all+select+2391%2C2391%2C2391%2C2391%2C2391--,403,True,blocked,True,115,9.029,1,
2117,1815,POST,"-5817' in boolean mode  )   union all select 2391,2391,2391,2391,2391--",http://localhost:18080/,403,True,blocked,True,23,10.96,1,
2118,558,GET,"-2333' union all select 9714,9714,9714--",http://localhost:18080/?payload=-2333%27+union+all+select+9714%2C9714%2C9714--,403,True,blocked,True,78,9.279,1,
2119,558,POST,"-2333' union all select 9714,9714,9714--",http://localhost:18080/,403,True,blocked,True,23,10.959,1,
2120,195,GET,1'  )   and 7533  =  7533 and   (  'xyga' like 'xyga,http://localhost:18080/?payload=1%27++%29+++and+7533++%3D++7533+and+++%28++%27xyga%27+like+%27xyga,403,True,blocked,True,98,9.991,1,
2121,195,POST,1'  )   and 7533  =  7533 and   (  'xyga' like 'xyga,http://localhost:18080/,403,True,blocked,True,23,10.769,1,
2122,3363,GET,"1"" rlike   (  select   (  case when   (  2724  =  4757  )   then 1 else 0x28 end   )    )    and ""cmsa""  =  ""cmsa",http://localhost:18080/?payload=1%22+rlike+++%28++select+++%28++case+when+++%28++2724++%3D++4757++%29+++then+1+else+0x28+end+++%29++++%29++++and+%22cmsa%22++%3D++%22cmsa,403,True,blocked,True,169,9.963,1,
2123,3363,POST,"1"" rlike   (  select   (  case when   (  2724  =  4757  )   then 1 else 0x28 end   )    )    and ""cmsa""  =  ""cmsa",http://localhost:18080/,403,True,blocked,True,23,9.977,1,
2124,4183,GET,"1%""   )    )     )  ",http://localhost:18080/?payload=1%25%22+++%29++++%29+++++%29++,200,False,bypass,True,62,15.42,1,
2125,4183,POST,"1%""   )    )     )  ",http://localhost:18080/,200,False,bypass,True,23,14.987,1,
2126,2192,GET,1 and user_name  (    )     =   'dbo',http://localhost:18080/?payload=1+and+user_name++%28++++%29+++++%3D+++%27dbo%27,403,True,blocked,True,79,7.793,1,
2127,2192,POST,1 and user_name  (    )     =   'dbo',http://localhost:18080/,403,True,blocked,True,23,7.041,1,
2128,5393,GET,1  )   or sleep  (  5  )   and   (  2211  =  2211,http://localhost:18080/?payload=1++%29+++or+sleep++%28++5++%29+++and+++%28++2211++%3D++2211,403,True,blocked,True,91,8.004,1,
2129,5393,POST,1  )   or sleep  (  5  )   and   (  2211  =  2211,http://localhost:18080/,403,True,blocked,True,23,6.93,1,
2130,2851,GET,select   (  case when   (  4666  =  4666  )   then 1 else 4666*  (  select 4666 from master..sysdatabases  )   end  )  --,http://localhost:18080/?payload=select+++%28++case+when+++%28++4666++%3D++4666++%29+++then+1+else+4666%2A++%28++select+4666+from+master..sysdatabases++%29+++end++%29++--,403,True,blocked,True,169,6.843,1,
2131,2851,POST,select   (  case when   (  4666  =  4666  )   then 1 else 4666*  (  select 4666 from master..sysdatabases  )   end  )  --,http://localhost:18080/,403,True,blocked,True,23,7.619,1,
2132,1822,GET,"-3498""   )    )    as xbvb where 2056  =  2056 union all select 2056,2056,2056,2056,2056,2056,2056--",http://localhost:18080/?payload=-3498%22+++%29++++%29++++as+xbvb+where+2056++%3D++2056+union+all+select+2056%2C2056%2C2056%2C2056%2C2056%2C2056%2C2056--,403,True,blocked,True,152,8.041,1,
2133,1822,POST,"-3498""   )    )    as xbvb where 2056  =  2056 union all select 2056,2056,2056,2056,2056,2056,2056--",http://localhost:18080/,403,True,blocked,True,23,7.75,1,
2134,4053,GET,select count  (  *  ,http://localhost:18080/?payload=select+count++%28++%2A++,200,False,bypass,True,56,10.515,1,
2135,4053,POST,select count  (  *  ,http://localhost:18080/,200,False,bypass,True,23,13.982,1,
2136,4059,GET, select   (  case wh,http://localhost:18080/?payload=+select+++%28++case+wh,200,False,bypass,True,54,13.41,1,
2137,4059,POST, select   (  case wh,http://localhost:18080/,200,False,bypass,True,23,7.457,1,
2138,4641,GET,"1%""   )    )    or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",http://localhost:18080/?payload=1%25%22+++%29++++%29++++or+6979++%3D++like++%28++%27abcdefg%27%2Cupper++%28++hex++%28++randomblob++%28++500000000%2F2+++%29++++%29++++++%29++++%29+++--,403,True,blocked,True,183,6.207,1,
2139,4641,POST,"1%""   )    )    or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",http://localhost:18080/,403,True,blocked,True,23,8.178,1,
2140,4692,GET,"1   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   5888  =  5888",http://localhost:18080/?payload=1+++%29++++%29++++or+9643++%3D++++%28++select+count++%28++%2A++%29+++from+domain.domains+as+t1%2Cdomain.columns+as+t2%2Cdomain.tables+as+t3++%29+++and++++%28++++%28+++5888++%3D++5888,403,True,blocked,True,214,8.984,1,
2141,4692,POST,"1   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   5888  =  5888",http://localhost:18080/,403,True,blocked,True,23,8.613,1,
2142,4476,GET,1'   )    )     )   ,http://localhost:18080/?payload=1%27+++%29++++%29+++++%29+++,200,False,bypass,True,60,8.362,1,
2143,4476,POST,1'   )    )     )   ,http://localhost:18080/,200,False,bypass,True,23,11.994,1,
2144,4198,GET,1  )   and 7533  =  ,http://localhost:18080/?payload=1++%29+++and+7533++%3D++,403,True,blocked,True,56,8.97,1,
2145,4198,POST,1  )   and 7533  =  ,http://localhost:18080/,403,True,blocked,True,23,9.209,1,
2146,3993,GET,"1 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",http://localhost:18080/?payload=1+and+6055++%3D++ctxsys.drithsx.sn++%28++6055%2C++%28++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++6055++%3D++6055++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29+++++%29++,403,True,blocked,True,465,8.856,1,
2147,3993,POST,"1 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",http://localhost:18080/,403,True,blocked,True,23,8.773,1,
2148,6176,GET,"-4889""   )    )    as vvuo where 8060  =  8060 or   (  8459  =  8459  )  *4906--",http://localhost:18080/?payload=-4889%22+++%29++++%29++++as+vvuo+where+8060++%3D++8060+or+++%28++8459++%3D++8459++%29++%2A4906--,403,True,blocked,True,128,10.308,1,
2149,6176,POST,"-4889""   )    )    as vvuo where 8060  =  8060 or   (  8459  =  8459  )  *4906--",http://localhost:18080/,403,True,blocked,True,23,11.24,1,
2150,6496,GET,1'   )    )    as vwua where 8099  =  8099 union all select null--,http://localhost:18080/?payload=1%27+++%29++++%29++++as+vwua+where+8099++%3D++8099+union+all+select+null--,403,True,blocked,True,106,11.366,1,
2151,6496,POST,1'   )    )    as vwua where 8099  =  8099 union all select null--,http://localhost:18080/,403,True,blocked,True,23,7.927,1,
2152,1033,GET," select * from users where id  =  1 -@<@ union select null,version  (    )   -- 1",http://localhost:18080/?payload=+select+%2A+from+users+where+id++%3D++1+-%40%3C%40+union+select+null%2Cversion++%28++++%29+++--+1,403,True,blocked,True,129,11.867,1,
2153,1033,POST," select * from users where id  =  1 -@<@ union select null,version  (    )   -- 1",http://localhost:18080/,403,True,blocked,True,23,10.721,1,
2154,187,GET,"-2953""  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  ""oaeh""  =  ""oaeh",http://localhost:18080/?payload=-2953%22++%29+++or+4493++%3D++utl_inaddr.get_host_address++%28++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++4493++%3D++4493++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29++++and+++%28++%22oaeh%22++%3D++%22oaeh,403,True,blocked,True,503,10.064,1,
2155,187,POST,"-2953""  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  ""oaeh""  =  ""oaeh",http://localhost:18080/,403,True,blocked,True,23,8.398,1,
2156,6263,GET,"1'   )    )    as xntz where 5801  =  5801 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",http://localhost:18080/?payload=1%27+++%29++++%29++++as+xntz+where+5801++%3D++5801+or+row++%28++1045%2C7562++%29++%3E++%28++select+count++%28++%2A++%29++%2Cconcat++%28++0x7171706a71%2C++%28++select+++%28++elt++%28++1045++%3D++1045%2C1+++%29++++%29+++++%29++%2C0x717a767a71%2Cfloor++%28++rand++%28++0++%29++%2A2+++%29++++%29+++x+from+++%28++select+8488+union+select+5584+union+select+3051+union+select+1210++%29++a+group+by+x++%29++--,403,True,blocked,True,433,6.897,1,
2157,6263,POST,"1'   )    )    as xntz where 5801  =  5801 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",http://localhost:18080/,403,True,blocked,True,23,8.489,1,
2158,999,GET,1 where 1092  =  1092,http://localhost:18080/?payload=1+where+1092++%3D++1092,200,False,bypass,True,55,10.553,1,
2159,999,POST,1 where 1092  =  1092,http://localhost:18080/,200,False,bypass,True,23,13.307,1,
2160,0,GET,1   )    )    waitfor delay '0:0:5' and    (    (   1636  =  1636,http://localhost:18080/?payload=1+++%29++++%29++++waitfor+delay+%270%3A0%3A5%27+and++++%28++++%28+++1636++%3D++1636,403,True,blocked,True,115,6.658,1,
2161,0,POST,1   )    )    waitfor delay '0:0:5' and    (    (   1636  =  1636,http://localhost:18080/,403,True,blocked,True,23,9.411,1,
2162,1244,GET,"1   )    )    as jzzo where 7773  =  7773 union all select null,null,null,null,null#",http://localhost:18080/?payload=1+++%29++++%29++++as+jzzo+where+7773++%3D++7773+union+all+select+null%2Cnull%2Cnull%2Cnull%2Cnull%23,403,True,blocked,True,132,11.239,1,
2163,1244,POST,"1   )    )    as jzzo where 7773  =  7773 union all select null,null,null,null,null#",http://localhost:18080/,403,True,blocked,True,23,9.513,1,
2164,3520,GET,"1""   )    )    as yiaw where 2841  =  2841 or sleep  (  5  )  --",http://localhost:18080/?payload=1%22+++%29++++%29++++as+yiaw+where+2841++%3D++2841+or+sleep++%28++5++%29++--,403,True,blocked,True,108,9.631,1,
2165,3520,POST,"1""   )    )    as yiaw where 2841  =  2841 or sleep  (  5  )  --",http://localhost:18080/,403,True,blocked,True,23,10.105,1,
2166,2930,GET,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   '%'  =  '",http://localhost:18080/?payload=call+regexp_substring++%28++repeat++%28++right++%28++char++%28++3702++%29++%2C0++%29++%2C500000000++%29++%2Cnull++%29+++and++++%28++++%28+++%27%25%27++%3D++%27,200,False,bypass,True,191,8.436,1,
2167,2930,POST,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   '%'  =  '",http://localhost:18080/,200,False,bypass,True,23,11.945,1,
2168,6356,GET,"1   )    )    as henn where 9980  =  9980 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",http://localhost:18080/?payload=1+++%29++++%29++++as+henn+where+9980++%3D++9980+or+4915++%3D++++%28++select+count++%28++%2A++%29+++from+domain.domains+as+t1%2Cdomain.columns+as+t2%2Cdomain.tables+as+t3++%29++--,403,True,blocked,True,210,9.096,1,
2169,6356,POST,"1   )    )    as henn where 9980  =  9980 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",http://localhost:18080/,403,True,blocked,True,23,8.443,1,
2170,5581,GET,1   )    )     )   order by 1#,http://localhost:18080/?payload=1+++%29++++%29+++++%29+++order+by+1%23,403,True,blocked,True,70,5.923,1,
2171,5581,POST,1   )    )     )   order by 1#,http://localhost:18080/,403,True,blocked,True,23,7.337,1,
2172,2423,GET,"1""   )    )    or sleep  (  5  )   and    (    (   ""mtmb"" like ""mtmb",http://localhost:18080/?payload=1%22+++%29++++%29++++or+sleep++%28++5++%29+++and++++%28++++%28+++%22mtmb%22+like+%22mtmb,403,True,blocked,True,120,6.375,1,
2173,2423,POST,"1""   )    )    or sleep  (  5  )   and    (    (   ""mtmb"" like ""mtmb",http://localhost:18080/,403,True,blocked,True,23,7.277,1,
2174,3502,GET,"1""  )   or sleep  (  5  )   and   (  ""xgtk""  =  ""xgtk",http://localhost:18080/?payload=1%22++%29+++or+sleep++%28++5++%29+++and+++%28++%22xgtk%22++%3D++%22xgtk,403,True,blocked,True,103,8.137,1,
2175,3502,POST,"1""  )   or sleep  (  5  )   and   (  ""xgtk""  =  ""xgtk",http://localhost:18080/,403,True,blocked,True,23,11.857,1,
2176,3637,GET,1   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  5368  =  5368,http://localhost:18080/?payload=1+++%29++++%29+++++%29+++and+7756++%3D++dbms_utility.sqlid_to_sqlhash+++%28++++%28+++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++7756++%3D++7756++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29+++++%29+++and++++%28++++%28+++++%28++5368++%3D++5368,403,True,blocked,True,538,22.091,1,
2177,3637,POST,1   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  5368  =  5368,http://localhost:18080/,403,True,blocked,True,23,14.795,1,
2178,1091,GET,"1%""  )   and 9764  =  6037 and   (  ""%""  =  """,http://localhost:18080/?payload=1%25%22++%29+++and+9764++%3D++6037+and+++%28++%22%25%22++%3D++%22,403,True,blocked,True,97,12.164,1,
2179,1091,POST,"1%""  )   and 9764  =  6037 and   (  ""%""  =  """,http://localhost:18080/,403,True,blocked,True,23,12.415,1,
2180,4167,GET,"1""   )    )     )   ",http://localhost:18080/?payload=1%22+++%29++++%29+++++%29+++,200,False,bypass,True,60,20.935,1,
2181,4167,POST,"1""   )    )     )   ",http://localhost:18080/,200,False,bypass,True,23,13.6,1,
2182,4569,GET,select   (  case when   (  6969  =  5797  )   then 6969 else 6969*  (  select 6969 from information_schema.character_sets  )   end  )  #,http://localhost:18080/?payload=select+++%28++case+when+++%28++6969++%3D++5797++%29+++then+6969+else+6969%2A++%28++select+6969+from+information_schema.character_sets++%29+++end++%29++%23,403,True,blocked,True,186,11.15,1,
2183,4569,POST,select   (  case when   (  6969  =  5797  )   then 6969 else 6969*  (  select 6969 from information_schema.character_sets  )   end  )  #,http://localhost:18080/,403,True,blocked,True,23,5.185,1,
2184,4449,GET,"1%""   )    )    or c",http://localhost:18080/?payload=1%25%22+++%29++++%29++++or+c,403,True,blocked,True,60,8.875,1,
2185,4449,POST,"1%""   )    )    or c",http://localhost:18080/,403,True,blocked,True,23,10.533,1,
2186,2236,GET,"1'+  (  select dgnt where 4701  =  4701 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",http://localhost:18080/?payload=1%27%2B++%28++select+dgnt+where+4701++%3D++4701+or+7427++%3D++dbms_pipe.receive_message++%28++chr++%28++116++%29++%7C%7Cchr++%28++87++%29++%7C%7Cchr++%28++90++%29++%7C%7Cchr++%28++109++%29++%2C5++%29++--,403,True,blocked,True,235,9.018,1,
2187,2236,POST,"1'+  (  select dgnt where 4701  =  4701 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",http://localhost:18080/,403,True,blocked,True,23,12.532,1,
2188,1672,GET,1  )   as ilqx where 8547  =  8547,http://localhost:18080/?payload=1++%29+++as+ilqx+where+8547++%3D++8547,403,True,blocked,True,70,9.454,1,
2189,1672,POST,1  )   as ilqx where 8547  =  8547,http://localhost:18080/,403,True,blocked,True,23,11.41,1,
2190,5762,GET,"1%""   )    )     )   and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (     (  ""%""  =  """,http://localhost:18080/?payload=1%25%22+++%29++++%29+++++%29+++and+elt++%28++1210++%3D++1210%2Csleep++%28++5+++%29++++%29++++and++++%28++++%28+++++%28++%22%25%22++%3D++%22,403,True,blocked,True,171,12.46,1,
2191,5762,POST,"1%""   )    )     )   and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (     (  ""%""  =  """,http://localhost:18080/,403,True,blocked,True,23,13.642,1,
2192,2382,GET,"1"" or sleep  (  5  )  ",http://localhost:18080/?payload=1%22+or+sleep++%28++5++%29++,403,True,blocked,True,60,8.595,1,
2193,2382,POST,"1"" or sleep  (  5  )  ",http://localhost:18080/,403,True,blocked,True,23,9.406,1,
2194,1534,GET,"1',  (  select   (  case when   (  7734  =  7734  )   then   (  select benchmark  (  5000000,md5  (  0x72747341   )    )     )   else 7734*  (  select 7734 from mysql.db  )   end   )    )   ",http://localhost:18080/?payload=1%27%2C++%28++select+++%28++case+when+++%28++7734++%3D++7734++%29+++then+++%28++select+benchmark++%28++5000000%2Cmd5++%28++0x72747341+++%29++++%29+++++%29+++else+7734%2A++%28++select+7734+from+mysql.db++%29+++end+++%29++++%29+++,403,True,blocked,True,260,8.388,1,
