probe_index,source_row,method,payload,url,status,blocked,outcome,request_sent,url_length,latency_ms,attempts,error,audit_rule_ids,audit_transaction_ids,audit_messages,audit_files
2807,5176,POST,"1""  )   as wvxt where 7321  =  7321 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",http://localhost:18080/,403,True,blocked,True,23,5.522,1,,933160|942100|949110,178457059293.908301,"[""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059293.908301
2808,5143,GET,"1'  )   as mgko where 1828  =  1828 and make_set  (  8403  =  8403,8899  )  --",http://localhost:18080/?payload=1%27++%29+++as+mgko+where+1828++%3D++1828+and+make_set++%28++8403++%3D++8403%2C8899++%29++--,403,True,blocked,True,124,5.403,1,,942100|942151|949110,178457059270.545927,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059270.545927
2809,5143,POST,"1'  )   as mgko where 1828  =  1828 and make_set  (  8403  =  8403,8899  )  --",http://localhost:18080/,403,True,blocked,True,23,6.043,1,,942100|942151|949110,178457059231.534817,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059231.534817
2810,6300,GET,"-2314%'   )    )    union all select 4612,4612--",http://localhost:18080/?payload=-2314%25%27+++%29++++%29++++union+all+select+4612%2C4612--,403,True,blocked,True,90,6.262,1,,942100|942190|942360|949110,17845705929.510629,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180312-17845705929.510629
2811,6300,POST,"-2314%'   )    )    union all select 4612,4612--",http://localhost:18080/,403,True,blocked,True,23,6.27,1,,942100|942190|942360|949110,178457059247.008737,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180312-178457059247.008737
2812,2953,GET,"1'   )    )    as jpxj where 6153  =  6153 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",http://localhost:18080/?payload=1%27+++%29++++%29++++as+jpxj+where+6153++%3D++6153+or+8156++%3D++++%28++select+count++%28++%2A++%29+++from+generate_series++%28++1%2C5000000+++%29++++%29+++--,403,True,blocked,True,190,6.982,1,,942100|949110,178457059241.834553,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059241.834553
2813,2953,POST,"1'   )    )    as jpxj where 6153  =  6153 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",http://localhost:18080/,403,True,blocked,True,23,6.044,1,,942100|949110,178457059259.051088,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059259.051088
2814,2717,GET,or 'whatever' in   (  'whatever'  ) ,http://localhost:18080/?payload=or+%27whatever%27+in+++%28++%27whatever%27++%29+,403,True,blocked,True,80,8.702,1,,942100|949110,178457059236.077665,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059236.077665
2815,2717,POST,or 'whatever' in   (  'whatever'  ) ,http://localhost:18080/,403,True,blocked,True,23,7.749,1,,942100|949110,178457059253.257776,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059253.257776
2816,2265,GET,"1""   )    )    as yiaw where 2841  =  2841 or sleep  (  5  )  --",http://localhost:18080/?payload=1%22+++%29++++%29++++as+yiaw+where+2841++%3D++2841+or+sleep++%28++5++%29++--,403,True,blocked,True,108,7.058,1,,942100|942160|949110,17845705928.667565,"[""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-17845705928.667565
2817,2265,POST,"1""   )    )    as yiaw where 2841  =  2841 or sleep  (  5  )  --",http://localhost:18080/,403,True,blocked,True,23,6.573,1,,942100|942160|949110,17845705922.508473,"[""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-17845705922.508473
2818,6422,GET,"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   ""%""  =  """,http://localhost:18080/?payload=select+count++%28++%2A++%29+++from+rdb%24fields+as+t1%2Crdb%24types+as+t2%2Crdb%24collations+as+t3%2Crdb%24functions+as+t4+and++++%28++++%28+++%22%25%22++%3D++%22,403,True,blocked,True,194,6.647,1,,942100|942290|949110,178457059277.282275,"[""SQL Injection Attack Detected via libinjection"", ""Finds basic MongoDB SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059277.282275
2819,6422,POST,"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   ""%""  =  """,http://localhost:18080/,403,True,blocked,True,23,8.865,1,,942100|942290|949110,178457059236.497461,"[""SQL Injection Attack Detected via libinjection"", ""Finds basic MongoDB SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059236.497461
2820,6156,GET,"-1277""  )   where 6622  =  6622 or 3038  =  3038",http://localhost:18080/?payload=-1277%22++%29+++where+6622++%3D++6622+or+3038++%3D++3038,403,True,blocked,True,88,7.467,1,,942100|949110,178457059260.254313,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059260.254313
2821,6156,POST,"-1277""  )   where 6622  =  6622 or 3038  =  3038",http://localhost:18080/,403,True,blocked,True,23,6.65,1,,942100|949110,178457059283.066974,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059283.066974
2822,2476,GET,"1""  )   as mohv where 2171  =  2171 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #",http://localhost:18080/?payload=1%22++%29+++as+mohv+where+2171++%3D++2171+or+++%28++select+%2A+from+++%28++select++%28++sleep++%28++5+++%29++++%29+++++%29++sddo++%29++%23,403,True,blocked,True,170,14.53,1,,942100|942160|949110,178457059286.591808,"[""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059286.591808
2823,2476,POST,"1""  )   as mohv where 2171  =  2171 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #",http://localhost:18080/,403,True,blocked,True,23,18.344,1,,942100|942160|949110,178457059279.522608,"[""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059279.522608
2824,659,GET,"1' and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and 'kudh' like 'kudh",http://localhost:18080/?payload=1%27+and+updatexml++%28++3393%2Cconcat++%28++0x2e%2C0x7171706a71%2C++%28++select+++%28++elt++%28++3393++%3D++3393%2C1+++%29++++%29+++++%29++%2C0x717a767a71++%29++%2C1161++%29+++and+%27kudh%27+like+%27kudh,403,True,blocked,True,236,15.015,1,,942100|942151|949110,178457059248.636022,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059248.636022
2825,659,POST,"1' and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and 'kudh' like 'kudh",http://localhost:18080/,403,True,blocked,True,23,13.773,1,,942100|942151|949110,17845705921.926010,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-17845705921.926010
2826,1667,GET,"-4318""  )   as vpvt where 5543  =  5543 union all select 5543,5543,5543,5543,5543,5543--",http://localhost:18080/?payload=-4318%22++%29+++as+vpvt+where+5543++%3D++5543+union+all+select+5543%2C5543%2C5543%2C5543%2C5543%2C5543--,403,True,blocked,True,136,15.125,1,,942100|942190|949110,178457059210.208918,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059210.208918
2827,1667,POST,"-4318""  )   as vpvt where 5543  =  5543 union all select 5543,5543,5543,5543,5543,5543--",http://localhost:18080/,403,True,blocked,True,23,11.564,1,,942100|942190|949110,178457059273.285540,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059273.285540
2828,654,GET,"-9076'+  (  select lqvj where 8551  =  8551 union all select 8551,8551,8551,8551--",http://localhost:18080/?payload=-9076%27%2B++%28++select+lqvj+where+8551++%3D++8551+union+all+select+8551%2C8551%2C8551%2C8551--,403,True,blocked,True,128,12.403,1,,942100|942190|942360|949110,178457059224.774160,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 20)""]",transactions/20260720/20260720-1803/20260720-180312-178457059224.774160
2829,654,POST,"-9076'+  (  select lqvj where 8551  =  8551 union all select 8551,8551,8551,8551--",http://localhost:18080/,403,True,blocked,True,23,12.017,1,,942100|942190|942360|949110,178457059299.384873,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 20)""]",transactions/20260720/20260720-1803/20260720-180312-178457059299.384873
2830,5332,GET,1%' order by 1#,http://localhost:18080/?payload=1%25%27+order+by+1%23,403,True,blocked,True,53,10.318,1,,942100|949110,178457059212.288409,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059212.288409
2831,5332,POST,1%' order by 1#,http://localhost:18080/,403,True,blocked,True,23,9.55,1,,942100|949110,178457059270.953528,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059270.953528
2832,5193,GET,"1""   )    )    and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""bxcb"" like ""bxcb",http://localhost:18080/?payload=1%22+++%29++++%29++++and+4241++%3D++convert++%28++int%2C++%28++select+char++%28++113++%29++%2Bchar++%28++113++%29++%2Bchar++%28++112++%29++%2Bchar++%28++106++%29++%2Bchar++%28++113++%29++%2B++%28++select+++%28++case+when+++%28++4241++%3D++4241++%29+++then+char++%28++49++%29+++else+char++%28++48++%29+++end+++%29++++%29+++%2Bchar++%28++113++%29++%2Bchar++%28++122++%29++%2Bchar++%28++118++%29++%2Bchar++%28++122++%29++%2Bchar++%28++113+++%29++++%29+++++%29+++and++++%28++++%28+++%22bxcb%22+like+%22bxcb,403,True,blocked,True,534,8.25,1,,942100|942230|942360|949110,17845705921.952135,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 20)""]",transactions/20260720/20260720-1803/20260720-180312-17845705921.952135
2833,5193,POST,"1""   )    )    and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""bxcb"" like ""bxcb",http://localhost:18080/,403,True,blocked,True,23,7.907,1,,942100|942230|942360|949110,178457059294.245706,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 20)""]",transactions/20260720/20260720-1803/20260720-180312-178457059294.245706
2834,1551,GET,"1""  )   as fkco where 8877  =  8877 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",http://localhost:18080/?payload=1%22++%29+++as+fkco+where+8877++%3D++8877+or+++%28++select+9173+from++%28++select+count++%28++%2A++%29++%2Cconcat++%28++0x7171706a71%2C++%28++select+++%28++elt++%28++9173++%3D++9173%2C1+++%29++++%29+++++%29++%2C0x717a767a71%2Cfloor++%28++rand++%28++0++%29++%2A2+++%29++++%29+++x+from+information_schema.character_sets+group+by+x++%29++a++%29++--,403,True,blocked,True,377,7.732,1,,942100|942140|942151|942190|949110,178457059276.960753,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""SQL Injection Attack: SQL function name detected"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 20)""]",transactions/20260720/20260720-1803/20260720-180312-178457059276.960753
2835,1551,POST,"1""  )   as fkco where 8877  =  8877 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",http://localhost:18080/,403,True,blocked,True,23,7.712,1,,942100|942140|942151|942190|949110,178457059268.905109,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""SQL Injection Attack: SQL function name detected"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 20)""]",transactions/20260720/20260720-1803/20260720-180312-178457059268.905109
2836,212,GET,"-1915%""   )    )    union all select 7732,7732,7732,7732,7732,7732,7732,7732,7732#",http://localhost:18080/?payload=-1915%25%22+++%29++++%29++++union+all+select+7732%2C7732%2C7732%2C7732%2C7732%2C7732%2C7732%2C7732%2C7732%23,403,True,blocked,True,140,6.529,1,,942100|942190|942360|949110,178457059274.737140,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180312-178457059274.737140
2837,212,POST,"-1915%""   )    )    union all select 7732,7732,7732,7732,7732,7732,7732,7732,7732#",http://localhost:18080/,403,True,blocked,True,23,6.565,1,,942100|942190|942360|949110,178457059286.903622,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180312-178457059286.903622
2838,4860,GET,", if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 0  )   waitfor delay '0:0:2' --",http://localhost:18080/?payload=%2C+if+not+++%28++++%28+++select+serverproperty++%28++%27isintegratedsecurityonly%27+++%29++++%29++++%3C%3E+0++%29+++waitfor+delay+%270%3A0%3A2%27+--,403,True,blocked,True,181,7.313,1,,942280|949110,178457059281.317826,"[""Detects Postgres pg_sleep injection, waitfor delay attacks and database shutdown attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059281.317826
2839,4860,POST,", if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 0  )   waitfor delay '0:0:2' --",http://localhost:18080/,403,True,blocked,True,23,7.099,1,,942280|949110,178457059270.875648,"[""Detects Postgres pg_sleep injection, waitfor delay attacks and database shutdown attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059270.875648
2840,776,GET,"1'||  (  select 'wtdz' from dual where 1866  =  1866 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",http://localhost:18080/?payload=1%27%7C%7C++%28++select+%27wtdz%27+from+dual+where+1866++%3D++1866+or+4915++%3D++++%28++select+count++%28++%2A++%29+++from+domain.domains+as+t1%2Cdomain.columns+as+t2%2Cdomain.tables+as+t3++%29++--,403,True,blocked,True,229,7.745,1,,942100|949110,178457059261.535275,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059261.535275
2841,776,POST,"1'||  (  select 'wtdz' from dual where 1866  =  1866 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",http://localhost:18080/,403,True,blocked,True,23,8.266,1,,942100|949110,178457059237.196204,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059237.196204
2842,3784,GET,1   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  4694  =  4694,http://localhost:18080/?payload=1+++%29++++%29+++++%29+++and+3754++%3D++++%28++select+upper++%28++xmltype++%28++chr++%28++60++%29++%7C%7Cchr++%28++58++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++3754++%3D++3754++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++62+++%29++++%29+++++%29+++from+dual++%29+++and++++%28++++%28+++++%28++4694++%3D++4694,403,True,blocked,True,625,9.23,1,,933160|942100|942151|942230|949110,178457059223.804636,"[""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 20)""]",transactions/20260720/20260720-1803/20260720-180312-178457059223.804636
2843,3784,POST,1   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  4694  =  4694,http://localhost:18080/,403,True,blocked,True,23,10.029,1,,933160|942100|942151|942230|949110,178457059276.741106,"[""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 20)""]",transactions/20260720/20260720-1803/20260720-180312-178457059276.741106
2844,2671,GET,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   ""eevk""  =  ""eevk",http://localhost:18080/?payload=call+regexp_substring++%28++repeat++%28++right++%28++char++%28++3702++%29++%2C0++%29++%2C500000000++%29++%2Cnull++%29+++and++++%28++++%28+++%22eevk%22++%3D++%22eevk,200,False,bypass,True,196,8.457,1,,,178457059219.823188,[],transactions/20260720/20260720-1803/20260720-180312-178457059219.823188
2845,2671,POST,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   ""eevk""  =  ""eevk",http://localhost:18080/,200,False,bypass,True,23,9.628,1,,,178457059234.221693,[],transactions/20260720/20260720-1803/20260720-180312-178457059234.221693
2846,1285,GET,"1%""   )    )    rlike sleep  (  5  )  #",http://localhost:18080/?payload=1%25%22+++%29++++%29++++rlike+sleep++%28++5++%29++%23,403,True,blocked,True,85,7.808,1,,942100|942160|949110,178457059244.903140,"[""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059244.903140
2847,1285,POST,"1%""   )    )    rlike sleep  (  5  )  #",http://localhost:18080/,403,True,blocked,True,23,7.692,1,,942100|942160|949110,178457059283.557919,"[""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059283.557919
2848,2356,GET,admin' or 1  =  1--,http://localhost:18080/?payload=admin%27+or+1++%3D++1--,403,True,blocked,True,55,9.014,1,,942100|949110,178457059287.383612,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059287.383612
2849,2356,POST,admin' or 1  =  1--,http://localhost:18080/,403,True,blocked,True,23,8.843,1,,942100|949110,178457059279.000384,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059279.000384
2850,2969,GET,1'  )   or sleep  (  5  )   and   (  'fizk'  =  'fizk,http://localhost:18080/?payload=1%27++%29+++or+sleep++%28++5++%29+++and+++%28++%27fizk%27++%3D++%27fizk,403,True,blocked,True,103,11.068,1,,942100|942160|949110,178457059245.096743,"[""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059245.096743
2851,2969,POST,1'  )   or sleep  (  5  )   and   (  'fizk'  =  'fizk,http://localhost:18080/,403,True,blocked,True,23,10.996,1,,942100|942160|949110,178457059240.670885,"[""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180312-178457059240.670885
2852,4100,GET,"1%""  )   union all s",http://localhost:18080/?payload=1%25%22++%29+++union+all+s,403,True,blocked,True,58,9.913,1,,942360|949110,178457059252.273214,"[""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059252.273214
2853,4100,POST,"1%""  )   union all s",http://localhost:18080/,403,True,blocked,True,23,11.717,1,,942360|949110,178457059278.867189,"[""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180312-178457059278.867189
2854,1286,GET,1'||  (  select 'hlxd' from dual where 2615  =  2615 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ||',http://localhost:18080/?payload=1%27%7C%7C++%28++select+%27hlxd%27+from+dual+where+2615++%3D++2615+and+4386++%3D++utl_inaddr.get_host_address++%28++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++4386++%3D++4386++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29+++++%29++%7C%7C%27,403,True,blocked,True,535,8.99,1,,933160|942100|942230|949110,178457059229.692503,"[""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180312-178457059229.692503
2855,1286,POST,1'||  (  select 'hlxd' from dual where 2615  =  2615 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ||',http://localhost:18080/,403,True,blocked,True,23,10.167,1,,933160|942100|942230|949110,178457059256.467235,"[""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180312-178457059256.467235
